item,itemLabel,point_of_time
http://www.wikidata.org/entity/Q43393788,Jonet Bell,1661-08-10T00:00:00Z
http://www.wikidata.org/entity/Q43393815,Mary Rynd,1661-08-01T00:00:00Z
http://www.wikidata.org/entity/Q43393899,Issobell Ker,1661-05-13T00:00:00Z
http://www.wikidata.org/entity/Q43393890,Margaret Auchinmoutie,1661-05-13T00:00:00Z
http://www.wikidata.org/entity/Q43393901,Jonnet Home,1661-05-13T00:00:00Z
http://www.wikidata.org/entity/Q43393887,Margaret Argyill,1661-04-13T00:00:00Z
http://www.wikidata.org/entity/Q43393790,Janet Groat,1655-06-02T00:00:00Z
http://www.wikidata.org/entity/Q43393755,Jonet Hewison,1650-07-26T00:00:00Z
http://www.wikidata.org/entity/Q43393986,Alleson Patersone,1650-01-31T00:00:00Z
http://www.wikidata.org/entity/Q43393762,Thomas Humbell,1650-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394001,Adam Midlemost,1649-11-30T00:00:00Z
http://www.wikidata.org/entity/Q43393993,George Common,1649-11-30T00:00:00Z
http://www.wikidata.org/entity/Q43393989,Issobel Wood,1649-11-30T00:00:00Z
http://www.wikidata.org/entity/Q43393955,Janet Andersone,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43393924,Isobel Brotherstane,1649-10-12T00:00:00Z
http://www.wikidata.org/entity/Q43393929,Robert Grieve,1649-10-12T00:00:00Z
http://www.wikidata.org/entity/Q43393931,Issobell Leitch,1649-01-20T00:00:00Z
http://www.wikidata.org/entity/Q43393935,John Lindsay,1687-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393789,Margaret Lauder,1643-11-01T00:00:00Z
http://www.wikidata.org/entity/Q43393761,Johnne Brughe,1643-07-22T00:00:00Z
http://www.wikidata.org/entity/Q43393280,Elspeth Hay,1662-03-14T00:00:00Z
http://www.wikidata.org/entity/Q43393474,John Hay,1662-05-29T00:00:00Z
http://www.wikidata.org/entity/Q43393578,Agnes Mullikine,1563-07-06T00:00:00Z
http://www.wikidata.org/entity/Q43393685,Erick Shayme,1699-07-28T00:00:00Z
http://www.wikidata.org/entity/Q43393684,Elspeth McEwen,1698-03-11T00:00:00Z
http://www.wikidata.org/entity/Q43393513,Mary Nein Allaster Vic Conchy,1662-07-06T00:00:00Z
http://www.wikidata.org/entity/Q43393339,Kathrin Scott,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393357,Issobell Elder,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393362,Jonet Neill Donald Vic William Vic More,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393360,Mary Nein Jon Vic Gilchrist,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393401,Jonet Robe,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393409,Margret Duff,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393321,Agnes Pittendreich,1662-05-03T00:00:00Z
http://www.wikidata.org/entity/Q43393316,Agnes Murie,1662-04-13T00:00:00Z
http://www.wikidata.org/entity/Q43393314,Bessie Hendersone,1662-04-13T00:00:00Z
http://www.wikidata.org/entity/Q43393306,Kathrin Blak,1662-04-12T00:00:00Z
http://www.wikidata.org/entity/Q43393253,Jonet Stout,1662-02-23T00:00:00Z
http://www.wikidata.org/entity/Q43393440,Annie Heyman,1662-02-07T00:00:00Z
http://www.wikidata.org/entity/Q43393435,daughter of black Heu Stewart,1662-02-07T00:00:00Z
http://www.wikidata.org/entity/Q43393430,Margaret NcLevin,1662-02-05T00:00:00Z
http://www.wikidata.org/entity/Q43393432,Jonat McNeill,1662-01-26T00:00:00Z
http://www.wikidata.org/entity/Q43393548,Katharine Purdie,1661-07-08T00:00:00Z
http://www.wikidata.org/entity/Q43393527,Euphame Bartleman,1661-06-23T00:00:00Z
http://www.wikidata.org/entity/Q43393530,Marion Ingrahame,1661-06-23T00:00:00Z
http://www.wikidata.org/entity/Q43393484,Margaret Guthrie,1662-01-20T00:00:00Z
http://www.wikidata.org/entity/Q43393585,Catherine Craig,1649-06-01T00:00:00Z
http://www.wikidata.org/entity/Q43393640,Margaret Blair,1649-09-17T00:00:00Z
http://www.wikidata.org/entity/Q43393664,Agnes Forsyth,1649-09-23T00:00:00Z
http://www.wikidata.org/entity/Q43393388,Agnes Ramsay,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43390801,Jonnet Reid,1658-04-10T00:00:00Z
http://www.wikidata.org/entity/Q43390601,Geillies Gilchrist,1649-11-20T00:00:00Z
http://www.wikidata.org/entity/Q43390493,Marioun Robiesone,1649-11-02T00:00:00Z
http://www.wikidata.org/entity/Q43390857,Marjorie Philip,1649-07-25T00:00:00Z
http://www.wikidata.org/entity/Q43390465,McRorie,1695-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43390759,(wife of John) McNaught,1644-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43390770,Janet Lowrie,1643-12-30T00:00:00Z
http://www.wikidata.org/entity/Q43390453,Helene Clerk,1643-10-26T00:00:00Z
http://www.wikidata.org/entity/Q43390563,Agnes Gray,1649-11-03T00:00:00Z
http://www.wikidata.org/entity/Q43390702,Katherine Jones dochter,1616-10-12T00:00:00Z
http://www.wikidata.org/entity/Q43390657,Maly Skein,1597-05-01T00:00:00Z
http://www.wikidata.org/entity/Q43390922,wife of John McConeill-Gar,1590-08-01T00:00:00Z
http://www.wikidata.org/entity/Q43390468,Margaret Lang,1697-03-29T00:00:00Z
http://www.wikidata.org/entity/Q43391125,Helen Reid,1649-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43390475,Barbara Monro,1699-07-28T00:00:00Z
http://www.wikidata.org/entity/Q43390725,William Coke,1633-10-27T00:00:00Z
http://www.wikidata.org/entity/Q43390964,Janet Daill,1661-07-18T00:00:00Z
http://www.wikidata.org/entity/Q43390891,Elizabeth Black,1658-05-21T00:00:00Z
http://www.wikidata.org/entity/Q43390425,Christian Grieve,1662-07-31T00:00:00Z
http://www.wikidata.org/entity/Q43390428,Janet Brugh,1662-07-31T00:00:00Z
http://www.wikidata.org/entity/Q43391154,(wife of William) Finlasoun,1662-04-27T00:00:00Z
http://www.wikidata.org/entity/Q43391122,Marion Broun,1662-04-27T00:00:00Z
http://www.wikidata.org/entity/Q43390986,Marjorie Fairwell,1661-07-28T00:00:00Z
http://www.wikidata.org/entity/Q43390972,Janet Paistoun,1661-07-26T00:00:00Z
http://www.wikidata.org/entity/Q43390535,Katharein Cowpland,1661-06-12T00:00:00Z
http://www.wikidata.org/entity/Q43391147,Christiane Deanes,1661-04-13T00:00:00Z
http://www.wikidata.org/entity/Q43391007,Effie Pothif,1661-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394949,Thomas Black,1661-08-08T00:00:00Z
http://www.wikidata.org/entity/Q43395098,James Beverley,1671-06-11T00:00:00Z
http://www.wikidata.org/entity/Q43395087,Christian Foord,1671-05-20T00:00:00Z
http://www.wikidata.org/entity/Q43395083,Cristian Brake,1670-11-11T00:00:00Z
http://www.wikidata.org/entity/Q43395071,Bessie Lamb,1662-06-11T00:00:00Z
http://www.wikidata.org/entity/Q43395023,Barbara Conglitoun,1662-04-27T00:00:00Z
http://www.wikidata.org/entity/Q43395030,Jon Kincaid,1662-04-27T00:00:00Z
http://www.wikidata.org/entity/Q43395007,Bessie Young,1662-04-24T00:00:00Z
http://www.wikidata.org/entity/Q43395012,Elsept Gilbert,1662-04-24T00:00:00Z
http://www.wikidata.org/entity/Q43394955,Issobell Dodis,1661-08-17T00:00:00Z
http://www.wikidata.org/entity/Q43394913,Jonet Hewat,1661-08-08T00:00:00Z
http://www.wikidata.org/entity/Q43394966,Margaret Grieve,1661-07-09T00:00:00Z
http://www.wikidata.org/entity/Q43394988,Marin Coran,1661-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394957,Jonet Miller,1659-08-26T00:00:00Z
http://www.wikidata.org/entity/Q43394887,Hellen Fleck,1659-05-07T00:00:00Z
http://www.wikidata.org/entity/Q43394826,Katharine Wightman,1658-08-01T00:00:00Z
http://www.wikidata.org/entity/Q43395037,Johne McWilliam,1650-07-12T00:00:00Z
http://www.wikidata.org/entity/Q43394784,Bessie Mortoun,1649-12-28T00:00:00Z
http://www.wikidata.org/entity/Q43394786,Beatrix Douglas,1649-04-23T00:00:00Z
http://www.wikidata.org/entity/Q43394991,James Welch,1662-01-26T00:00:00Z
http://www.wikidata.org/entity/Q43394698,Margaret Halkhead,1644-04-06T00:00:00Z
http://www.wikidata.org/entity/Q43394743,Jonet Horne,1643-03-11T00:00:00Z
http://www.wikidata.org/entity/Q43394725,Kath Rowane,1634-09-09T00:00:00Z
http://www.wikidata.org/entity/Q43394799,Effie Herring,1628-06-14T00:00:00Z
http://www.wikidata.org/entity/Q43394909,James Kirk,1659-04-02T00:00:00Z
http://www.wikidata.org/entity/Q43394704,Bessie Osatt,1597-08-27T00:00:00Z
http://www.wikidata.org/entity/Q43394706,Isobell Jak,1597-08-27T00:00:00Z
http://www.wikidata.org/entity/Q43395063,Jonet Gaw,1591-02-06T00:00:00Z
http://www.wikidata.org/entity/Q43394915,Marion Neyne McAlester,1577-11-04T00:00:00Z
http://www.wikidata.org/entity/Q43393775,Brand,1662-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393859,William Simpson,1691-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393693,Barbara Rassa,1699-07-28T00:00:00Z
http://www.wikidata.org/entity/Q43393721,Robert Bruce,1650-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393849,Elspeth Kirkland,1681-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393841,Margaret Kirkwood,1677-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393824,Issobell Key,1667-01-18T00:00:00Z
http://www.wikidata.org/entity/Q43393816,Jonat nein giblie Gow,1663-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393742,Agnes Gibson,1662-08-11T00:00:00Z
http://www.wikidata.org/entity/Q43393746,Vylet Gray,1662-08-11T00:00:00Z
http://www.wikidata.org/entity/Q43393722,Cristian Small,1662-08-07T00:00:00Z
http://www.wikidata.org/entity/Q43393692,Mary McFinley Vic Comes,1662-07-13T00:00:00Z
http://www.wikidata.org/entity/Q43393709,Mary Dollour,1662-07-13T00:00:00Z
http://www.wikidata.org/entity/Q43393810,Agnes Allene,1662-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393737,Agneis Kirkland,1650-04-19T00:00:00Z
http://www.wikidata.org/entity/Q43393711,Margaret Hendirsoun,1649-06-29T00:00:00Z
http://www.wikidata.org/entity/Q43394075,Andro Man,1598-01-30T00:00:00Z
http://www.wikidata.org/entity/Q43394076,Jonat Leisk,1597-12-01T00:00:00Z
http://www.wikidata.org/entity/Q43394073,Elspet Graye,1597-10-31T00:00:00Z
http://www.wikidata.org/entity/Q43394059,Helene Frasser,1597-02-12T00:00:00Z
http://www.wikidata.org/entity/Q43394035,Bessy Robertsoune,1581-11-05T00:00:00Z
http://www.wikidata.org/entity/Q43394034,Anne Gib,1580-08-09T00:00:00Z
http://www.wikidata.org/entity/Q43394170,Graham,1640-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393948,John Greig,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43393885,Barbara Tulloch,1700-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394278,Helen Thomson,1643-12-30T00:00:00Z
http://www.wikidata.org/entity/Q43394139,Margaret Dalgleish,1627-01-14T00:00:00Z
http://www.wikidata.org/entity/Q43393970,Anna Hay,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43394122,Elspeth Scroggie,1656-09-05T00:00:00Z
http://www.wikidata.org/entity/Q43393971,Isobell Alexander,1650-06-10T00:00:00Z
http://www.wikidata.org/entity/Q43394007,Bigs Flayer,1649-12-14T00:00:00Z
http://www.wikidata.org/entity/Q43394009,Margaret Fodringhame,1649-12-08T00:00:00Z
http://www.wikidata.org/entity/Q43394002,Johne Andersone,1649-11-30T00:00:00Z
http://www.wikidata.org/entity/Q43393977,Katherine Hyislop,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43393966,Elspet Grahame,1649-11-02T00:00:00Z
http://www.wikidata.org/entity/Q43393943,Christiane Steill,1649-10-28T00:00:00Z
http://www.wikidata.org/entity/Q43393909,Cristian Forrest,1649-10-07T00:00:00Z
http://www.wikidata.org/entity/Q43394180,Katherine Mitchell,1642-05-01T00:00:00Z
http://www.wikidata.org/entity/Q43394284,Catherin Thompson,1644-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393870,Margaret Laird,1698-07-01T00:00:00Z
http://www.wikidata.org/entity/Q43394179,Mali Lithgow,1641-09-19T00:00:00Z
http://www.wikidata.org/entity/Q43394178,(father of James) Robesone,1641-05-01T00:00:00Z
http://www.wikidata.org/entity/Q43394172,Malie Macwatt,1640-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394159,Margaret Sandieson,1635-09-23T00:00:00Z
http://www.wikidata.org/entity/Q43393930,John Reid,1697-05-29T00:00:00Z
http://www.wikidata.org/entity/Q43394131,Marion Marnow,1619-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394128,William Gude,1616-06-23T00:00:00Z
http://www.wikidata.org/entity/Q43394004,Margaret Andersone,1649-12-14T00:00:00Z
http://www.wikidata.org/entity/Q43394168,Janet Durie,1639-01-27T00:00:00Z
http://www.wikidata.org/entity/Q43393169,James Murray,1662-02-02T00:00:00Z
http://www.wikidata.org/entity/Q43393470,Masie Robison,1662-09-26T00:00:00Z
http://www.wikidata.org/entity/Q43393489,Bessie Thomson,1662-06-22T00:00:00Z
http://www.wikidata.org/entity/Q43393462,Kathrin Scoby,1662-05-29T00:00:00Z
http://www.wikidata.org/entity/Q43393345,Jonnet Annand,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393343,Mary Lawmont,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393367,Jonet Airth,1662-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43393324,Agnes Bruch,1662-05-03T00:00:00Z
http://www.wikidata.org/entity/Q43393451,Kathrine Frissell,1662-02-07T00:00:00Z
http://www.wikidata.org/entity/Q43393214,Cristian Bonar,1662-02-02T00:00:00Z
http://www.wikidata.org/entity/Q43393212,Cristian Anderson,1662-02-02T00:00:00Z
http://www.wikidata.org/entity/Q43393448,Cirstine Ballantyne,1662-02-02T00:00:00Z
http://www.wikidata.org/entity/Q43393149,Margaret Dron,1662-01-19T00:00:00Z
http://www.wikidata.org/entity/Q43393112,George Lumsdeall,1661-10-12T00:00:00Z
http://www.wikidata.org/entity/Q43393062,Margret Nisbitt,1661-09-16T00:00:00Z
http://www.wikidata.org/entity/Q43393107,Jean Knox,1661-09-16T00:00:00Z
http://www.wikidata.org/entity/Q43393243,Margret Wylie,1661-08-11T00:00:00Z
http://www.wikidata.org/entity/Q43393052,Margaret Bowar,1661-06-08T00:00:00Z
http://www.wikidata.org/entity/Q43393069,Jean Huntar,1661-09-16T00:00:00Z
http://www.wikidata.org/entity/Q43392998,Margarit Robertson,1649-07-23T00:00:00Z
http://www.wikidata.org/entity/Q43393000,Margrat Vaith,1649-07-23T00:00:00Z
http://www.wikidata.org/entity/Q43393019,Euphame Haliburton,1649-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393023,Issobell Hutson,1649-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43392938,Christane Poock,1643-07-17T00:00:00Z
http://www.wikidata.org/entity/Q43392927,Isobel Adamsone,1642-11-20T00:00:00Z
http://www.wikidata.org/entity/Q43391180,Christian Blaik,1649-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43391197,Robert Scot,1661-06-17T00:00:00Z
http://www.wikidata.org/entity/Q43392057,Anna Tait,1635-01-09T00:00:00Z
http://www.wikidata.org/entity/Q43392069,Margaret nein dan mhic Coull,1634-05-17T00:00:00Z
http://www.wikidata.org/entity/Q43391329,Agnes Thomesoun,1630-02-01T00:00:00Z
http://www.wikidata.org/entity/Q43391811,Margaret Nicolsone,1629-11-22T00:00:00Z
http://www.wikidata.org/entity/Q43391347,Margaret Kennedie,1629-08-09T00:00:00Z
http://www.wikidata.org/entity/Q43391621,Jonnett Tor,1624-04-09T00:00:00Z
http://www.wikidata.org/entity/Q43391525,Margaret Hay,1598-11-26T00:00:00Z
http://www.wikidata.org/entity/Q43391841,John Scot,1661-07-28T00:00:00Z
http://www.wikidata.org/entity/Q43391547,Katheriene Vertie,1612-12-12T00:00:00Z
http://www.wikidata.org/entity/Q43391565,Agnes Knox,1611-09-07T00:00:00Z
http://www.wikidata.org/entity/Q43391528,Issobell Falconner,1606-09-01T00:00:00Z
http://www.wikidata.org/entity/Q43391392,Janet Fisher,1683-05-11T00:00:00Z
http://www.wikidata.org/entity/Q43391446,Jean Gilmore,1699-05-02T00:00:00Z
http://www.wikidata.org/entity/Q43391521,Issobell Douglas,1598-03-13T00:00:00Z
http://www.wikidata.org/entity/Q43391758,Agnes Hutsone,1649-10-17T00:00:00Z
http://www.wikidata.org/entity/Q43391755,Alexander Scott,1649-08-01T00:00:00Z
http://www.wikidata.org/entity/Q43391457,Bessie Broune,1591-02-06T00:00:00Z
http://www.wikidata.org/entity/Q43391362,Margaret Acheson,1591-02-06T00:00:00Z
http://www.wikidata.org/entity/Q43391860,Nicol Murray,1591-02-06T00:00:00Z
http://www.wikidata.org/entity/Q43391970,Christine Douglas,1579-07-28T00:00:00Z
http://www.wikidata.org/entity/Q43391954,Helen Trotton,1679-12-07T00:00:00Z
http://www.wikidata.org/entity/Q43391919,Margaret Couper,1678-07-30T00:00:00Z
http://www.wikidata.org/entity/Q43391496,Margaret Jonking,1671-04-16T00:00:00Z
http://www.wikidata.org/entity/Q43391260,Helen Nicolson,1662-06-11T00:00:00Z
http://www.wikidata.org/entity/Q43391253,wife of Thomas Hay,1662-06-11T00:00:00Z
http://www.wikidata.org/entity/Q43391991,Margaret Cutchmoulie,1659-04-08T00:00:00Z
http://www.wikidata.org/entity/Q43395508,Malie Thorbrand,1629-07-21T00:00:00Z
http://www.wikidata.org/entity/Q43390088,Agnes Campbell,1617-10-17T00:00:00Z
http://www.wikidata.org/entity/Q43395563,Marion Anderson,1615-12-23T00:00:00Z
http://www.wikidata.org/entity/Q43389907,Angus Forrester,1697-05-29T00:00:00Z
http://www.wikidata.org/entity/Q43390472,Katherine Campbell,1697-01-09T00:00:00Z
http://www.wikidata.org/entity/Q43390522,Magaret Douglas,1678-01-04T00:00:00Z
http://www.wikidata.org/entity/Q43390511,Goodaile,1670-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43390439,Grissell Jaffray,1669-11-21T00:00:00Z
http://www.wikidata.org/entity/Q43390271,Beatrix Lyon,1662-02-23T00:00:00Z
http://www.wikidata.org/entity/Q43390268,Jonet Morison,1662-02-23T00:00:00Z
http://www.wikidata.org/entity/Q43390326,Jonet McIllmartine,1662-02-07T00:00:00Z
http://www.wikidata.org/entity/Q43390281,Cristian Steidman,1662-02-02T00:00:00Z
http://www.wikidata.org/entity/Q43390611,Anna Alexander,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43390579,Jeane Abbot,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43390567,Jonet Paton,1649-11-03T00:00:00Z
http://www.wikidata.org/entity/Q43390240,Manie Halieburton,1649-06-17T00:00:00Z
http://www.wikidata.org/entity/Q34370755,Agnes Finnie,1644-07-18T00:00:00Z
http://www.wikidata.org/entity/Q43390215,Marion Shenan,1644-09-28T00:00:00Z
http://www.wikidata.org/entity/Q43389917,Thomas Carlipis,1632-11-02T00:00:00Z
http://www.wikidata.org/entity/Q43390110,Jonet Clerk,1630-02-14T00:00:00Z
http://www.wikidata.org/entity/Q43390004,Katherine Mosse,1628-12-14T00:00:00Z
http://www.wikidata.org/entity/Q43390022,Kathrene Young,1628-10-07T00:00:00Z
http://www.wikidata.org/entity/Q26838323,Alesoun Balfour,1594-12-25T00:00:00Z
http://www.wikidata.org/entity/Q18810708,Ewfame Makcalzene,1591-02-06T00:00:00Z
http://www.wikidata.org/entity/Q43395552,Elspeth Philipp,1661-08-08T00:00:00Z
http://www.wikidata.org/entity/Q43395549,Isobel Watsonne,1650-02-03T00:00:00Z
http://www.wikidata.org/entity/Q43395536,John Wilsone,1649-11-25T00:00:00Z
http://www.wikidata.org/entity/Q43395521,Annabell Hall,1643-07-30T00:00:00Z
http://www.wikidata.org/entity/Q43393842,William Craw,1679-11-21T00:00:00Z
http://www.wikidata.org/entity/Q43393679,Agnes Urich,1697-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393635,John Forrester,1649-09-17T00:00:00Z
http://www.wikidata.org/entity/Q43393843,Hendry Wilson,1669-04-18T00:00:00Z
http://www.wikidata.org/entity/Q43393759,Grissell Murray,1662-08-18T00:00:00Z
http://www.wikidata.org/entity/Q43393749,James Bog,1662-08-11T00:00:00Z
http://www.wikidata.org/entity/Q43393704,Gormyle Grant,1662-07-13T00:00:00Z
http://www.wikidata.org/entity/Q43393694,Jonet Ninian Rory Mie,1662-07-13T00:00:00Z
http://www.wikidata.org/entity/Q43393689,Kathrin Nyn Owan Vic Omnoch,1662-07-13T00:00:00Z
http://www.wikidata.org/entity/Q43393503,Donald Vic McPhaill,1662-07-06T00:00:00Z
http://www.wikidata.org/entity/Q43393508,Muriall Duy Nein Giliphadrick,1662-07-06T00:00:00Z
http://www.wikidata.org/entity/Q43393802,Agnes Sharp,1662-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393794,Christian Crieff,1662-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393562,Jonnet Nidrie,1661-07-08T00:00:00Z
http://www.wikidata.org/entity/Q43393758,Janet Galloway,1650-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393798,Janet Clark,1658-06-13T00:00:00Z
http://www.wikidata.org/entity/Q43393723,Jonet Coutts,1650-01-14T00:00:00Z
http://www.wikidata.org/entity/Q43393683,Marjorie Hoy (Hoip),1649-10-07T00:00:00Z
http://www.wikidata.org/entity/Q43393648,Marioun Robertsoun,1649-09-24T00:00:00Z
http://www.wikidata.org/entity/Q43393659,Marioun Lyis,1649-07-24T00:00:00Z
http://www.wikidata.org/entity/Q43393719,Issobell Guthrie,1649-07-21T00:00:00Z
http://www.wikidata.org/entity/Q43393718,Katherin Gibb,1649-06-13T00:00:00Z
http://www.wikidata.org/entity/Q43393714,Agnes Gourlay,1649-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393541,Margaret Hill,1661-06-23T00:00:00Z
http://www.wikidata.org/entity/Q43393766,Helen Lauder,1662-03-14T00:00:00Z
http://www.wikidata.org/entity/Q43393784,Margaret Cant,1654-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43393622,Isobel Keith,1649-09-17T00:00:00Z
http://www.wikidata.org/entity/Q43393643,Catherine Allan,1649-09-17T00:00:00Z
http://www.wikidata.org/entity/Q43393594,Marion Lawrie,1649-08-25T00:00:00Z
http://www.wikidata.org/entity/Q43393919,Agnes Naismith,1697-01-29T00:00:00Z
http://www.wikidata.org/entity/Q43393904,Margaret Barclay,1661-05-13T00:00:00Z
http://www.wikidata.org/entity/Q43393958,John Sibbald,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43393851,John MacQueen,1684-12-12T00:00:00Z
http://www.wikidata.org/entity/Q43394010,Janet Wallace,1649-12-14T00:00:00Z
http://www.wikidata.org/entity/Q43393855,Marget Bigland,1673-01-26T00:00:00Z
http://www.wikidata.org/entity/Q43394070,Helen Hutton,1656-02-16T00:00:00Z
http://www.wikidata.org/entity/Q43394049,Margaret Tasker,1650-03-09T00:00:00Z
http://www.wikidata.org/entity/Q43393961,Marione Sprott,1650-01-31T00:00:00Z
http://www.wikidata.org/entity/Q43394014,Barbara Patersone,1649-12-16T00:00:00Z
http://www.wikidata.org/entity/Q43394011,Catharine Bowie,1649-12-14T00:00:00Z
http://www.wikidata.org/entity/Q43393962,Alexander Warrock,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43393946,Katharine Govan,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43393954,John Simpsone,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43393937,Helen Atcheson,1649-10-21T00:00:00Z
http://www.wikidata.org/entity/Q43393936,Issobell Brauckinrigg,1649-10-21T00:00:00Z
http://www.wikidata.org/entity/Q43393928,Christine Thomsone,1649-07-21T00:00:00Z
http://www.wikidata.org/entity/Q43393975,Janet Johnstone,1649-11-16T00:00:00Z
http://www.wikidata.org/entity/Q43393906,Margaret Mairtine,1649-01-19T00:00:00Z
http://www.wikidata.org/entity/Q43394080,Janet Allane,1598-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394114,Catherine Caray,1616-06-13T00:00:00Z
http://www.wikidata.org/entity/Q43394118,Oliver Leask,1616-03-29T00:00:00Z
http://www.wikidata.org/entity/Q43393872,Margaret Nicolsoun,1615-12-08T00:00:00Z
http://www.wikidata.org/entity/Q43394103,George Semple,1613-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394091,Andrew Duncane,1604-07-25T00:00:00Z
http://www.wikidata.org/entity/Q43394089,Elspet Cant,1604-06-01T00:00:00Z
http://www.wikidata.org/entity/Q43394083,Donald Moir,1603-12-12T00:00:00Z
http://www.wikidata.org/entity/Q43393982,Elizabeth Grahame,1650-11-03T00:00:00Z
http://www.wikidata.org/entity/Q43393940,Margaret Oliver,1649-11-03T00:00:00Z
http://www.wikidata.org/entity/Q43394064,Issobel Forbes,1597-05-05T00:00:00Z
http://www.wikidata.org/entity/Q43394074,Helene Makkie,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394078,Janet Smyth,1597-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394038,Agnes Meluill,1595-09-20T00:00:00Z
http://www.wikidata.org/entity/Q43394700,Issobell Rannaldsone,1597-08-21T00:00:00Z
http://www.wikidata.org/entity/Q43394632,Bettie Adie,1597-05-26T00:00:00Z
http://www.wikidata.org/entity/Q43394802,Jonet Thomson,1628-06-14T00:00:00Z
http://www.wikidata.org/entity/Q43394814,Maggie,1651-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394566,M'huistan,1718-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394562,Margaret Ogilvy,1715-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394816,Young,1628-12-28T00:00:00Z
http://www.wikidata.org/entity/Q43394670,Margaret Jack,1704-06-24T00:00:00Z
http://www.wikidata.org/entity/Q43394795,Janet Paterson,1649-11-13T00:00:00Z
http://www.wikidata.org/entity/Q43394383,Janet Thomson,1649-08-01T00:00:00Z
http://www.wikidata.org/entity/Q43394355,Margaret Bell,1649-06-13T00:00:00Z
http://www.wikidata.org/entity/Q43394681,Margaret Lindsay,1640-09-20T00:00:00Z
http://www.wikidata.org/entity/Q43394503,Elizabeth Dick,1701-04-01T00:00:00Z
http://www.wikidata.org/entity/Q43394495,George Patersone,1662-10-01T00:00:00Z
http://www.wikidata.org/entity/Q43394486,Bessie Croket,1661-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394475,John Rind,1661-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394469,Margaret Carvie,1661-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43394446,William Fleck,1659-05-25T00:00:00Z
http://www.wikidata.org/entity/Q43394903,Anna Naismith,1659-05-07T00:00:00Z
http://www.wikidata.org/entity/Q43394438,Agnes Comenes,1659-04-15T00:00:00Z
http://www.wikidata.org/entity/Q43394906,Barbara Erskyne,1659-04-02T00:00:00Z
