,Wikidata Page,Name,Residence,Long,Lat,Gender,Ethnicity,Manner of Death,Occupation,Place of Detainment,Social Classification,Wikipedia Page,Place of Death,investigation_start_time
694,http://www.wikidata.org/entity/Q43394426,Marione McNab,Stirling,-3.9369,56.1166,Female,,,,,,,,+00000001649-00-00T00:00:00Z
695,http://www.wikidata.org/entity/Q43394452,Maly Purdie,"Skirling, Scottish Borders",-3.4704351,55.635882,Female,,,,,,,,+00000001659-09-00T00:00:00Z
696,http://www.wikidata.org/entity/Q43394479,Agnes Sparke,Forfar,-2.89,56.64305556,Female,,,,,,,,+00000001661-00-00T00:00:00Z
697,http://www.wikidata.org/entity/Q43394518,Euphan Stirt,Torryburn,-3.55,56.05,Female,,,,,,,,+00000001703-00-00T00:00:00Z
698,http://www.wikidata.org/entity/Q43394538,Janet Whyte,Torryburn,-3.55,56.05,Female,,,,,,,,+00000001704-00-00T00:00:00Z
699,http://www.wikidata.org/entity/Q43394642,Jonet Small,"Largo, Fife",-2.941,56.214,Female,,,,,,,,+00000001603-10-20T00:00:00Z
700,http://www.wikidata.org/entity/Q43394647,Beatrix Traills,St Andrews,-2.798888888,56.33888889,Female,,,,,,,,+00000001603-12-22T00:00:00Z
701,http://www.wikidata.org/entity/Q43394694,Margaret Cuningham,Dysart,-3.12538,56.12557,Female,,,,,,,,+00000001644-03-27T00:00:00Z
702,http://www.wikidata.org/entity/Q43394727,Grissel Astrin,Culross,-3.6293,56.0554,Female,,,,,,,,+00000001634-08-30T00:00:00Z
703,http://www.wikidata.org/entity/Q43394730,Jonet Dusone,Culross,-3.6293,56.0554,Female,,,,,,,,+00000001634-08-30T00:00:00Z
704,http://www.wikidata.org/entity/Q43394751,Jonet Insch,Dunfermline,-3.461666666,56.07138889,Female,,,,,,,,+00000001643-04-02T00:00:00Z
705,http://www.wikidata.org/entity/Q43394776,Margaret Orrock,Dalgety Bay,-3.36755,56.0429,Female,,,,,,,,+00000001649-06-03T00:00:00Z
706,http://www.wikidata.org/entity/Q43394780,Christian Garlick,Dalgety Bay,-3.36755,56.0429,Female,,,,,,,,+00000001649-07-08T00:00:00Z
707,http://www.wikidata.org/entity/Q43394804,Bessie Stobie,Dunfermline,-3.461666666,56.07138889,Female,,,,,,,,+00000001628-06-04T00:00:00Z
708,http://www.wikidata.org/entity/Q43390215,Marion Shenan,Dunragit,-4.885,54.879,Female,,,,,,,,+00000001644-09-18T00:00:00Z
709,http://www.wikidata.org/entity/Q43390326,Jonet McIllmartine,Isle of Bute,-5.05636,55.83569,Female,,,,,,,,+00000001662-06-01T00:00:00Z
710,http://www.wikidata.org/entity/Q43390511,Goodaile,"Carron, Falkirk",-3.7896,56.0238,Female,,,,,,,,+00000001670-00-00T00:00:00Z
711,http://www.wikidata.org/entity/Q43390567,Jonet Paton,Peaston,-2.915091,55.878235,Female,,,,,,,,+00000001649-10-24T00:00:00Z
712,http://www.wikidata.org/entity/Q43391736,Marion McNab,Lecropt,-3.98,56.157,Female,,,,,,,,+00000001590-09-18T00:00:00Z
713,http://www.wikidata.org/entity/Q43391767,Wife of John Burbar,Kelso,-2.416666666,55.58333333,Female,,,,,,,,+00000001649-10-07T00:00:00Z
714,http://www.wikidata.org/entity/Q43391793,NcLevine,Isle of Bute,-5.05636,55.83569,Female,,,,,,,,+00000001662-02-28T00:00:00Z
715,http://www.wikidata.org/entity/Q43391848,Elspeth Huiton,Culross,-3.6293,56.0554,Female,,,,,,,,+00000001675-07-12T00:00:00Z
716,http://www.wikidata.org/entity/Q43391922,Agnes Dalgliesh,Keith,-2.9555,57.5428,Female,,,,,,,,+00000001678-07-20T00:00:00Z
717,http://www.wikidata.org/entity/Q43391947,Walter Anderson,Grangepans,-3.582394,56.017418,Female,,,,,,,,+00000001679-11-27T00:00:00Z
718,http://www.wikidata.org/entity/Q43392002,Marion McCall,Ayr,-4.627777777,55.46388889,Female,,,,,,,,+00000001671-05-08T00:00:00Z
719,http://www.wikidata.org/entity/Q43392183,Janet Ireland,Haddington,-2.78332,55.95612,Female,,,,,,,,+00000001628-05-06T00:00:00Z
720,http://www.wikidata.org/entity/Q43392557,Elspitt Duncan,Cranston,-2.9752,55.8846,Female,,,,,,,,+00000001628-11-20T00:00:00Z
721,http://www.wikidata.org/entity/Q43392559,Marioun Scheirar,Cranston,-2.9752,55.8846,Female,,,,,,,,+00000001628-11-20T00:00:00Z
722,http://www.wikidata.org/entity/Q43392574,Issobell Howatsoun,Selkirk,-2.833333333,55.53333333,Female,,,,,,,,+00000001628-09-27T00:00:00Z
723,http://www.wikidata.org/entity/Q43392620,Gradoch Neinchat,Ross and Cromarty,-5.0,57.66666667,Female,,,,,,,,+00000001629-01-20T00:00:00Z
724,http://www.wikidata.org/entity/Q43392626,Katherine nein rob Aunchtie,Ross and Cromarty,-5.0,57.66666667,Female,,,,,,,,+00000001629-01-20T00:00:00Z
725,http://www.wikidata.org/entity/Q43392640,Janet Hendersoun,Lilliesleaf,-2.595,55.512,Female,,,,,,,,+00000001629-02-24T00:00:00Z
726,http://www.wikidata.org/entity/Q43392647,Marion Ranking,Haddington,-2.78332,55.95612,Female,,,,,,,,+00000001591-00-00T00:00:00Z
727,http://www.wikidata.org/entity/Q43395649,Jonat Sinclair,Westray,-3.0,59.3,Female,,,,,,,,+00000001643-04-05T00:00:00Z
728,http://www.wikidata.org/entity/Q43395658,Marjorie Paplay,Kirkwall,-2.96,58.98111111,Female,,,,,,,,+00000001642-11-03T00:00:00Z
729,http://www.wikidata.org/entity/Q43395666,Katharin Lunay,Evie,-3.13111,59.1147,Female,,,,,,,,+00000001645-08-02T00:00:00Z
730,http://www.wikidata.org/entity/Q43395670,Helen Mitchell,Kippen,-4.173,56.127,Female,,,,,,,,+00000001650-05-07T00:00:00Z
731,http://www.wikidata.org/entity/Q43395702,Elspet Findley,Blelack,-2.924092,57.12002,Female,,,,,,,,+00000001597-04-25T00:00:00Z
732,http://www.wikidata.org/entity/Q43395747,Margery Winster,Cupar,-3.01155,56.3194,Female,,,,,,,,+00000001649-05-01T00:00:00Z
733,http://www.wikidata.org/entity/Q43395748,Heleen Gibesone,Prestonpans,-2.961,55.9597,Female,,,,,,,,+00000001661-05-01T00:00:00Z
734,http://www.wikidata.org/entity/Q43395759,McKeraish,Glendaruel,-5.214326,56.009126,Female,,,,,,,,+00000001662-01-28T00:00:00Z
735,http://www.wikidata.org/entity/Q43395765,Margrat NcNeill,Isle of Bute,-5.05636,55.83569,Female,,,,,,,,+00000001662-02-14T00:00:00Z
736,http://www.wikidata.org/entity/Q43395790,Christian Neyn Andoy McGevin,"Nigg, Highland",-4.009,57.719,Female,,,,,,,,+00000001577-10-25T00:00:00Z
737,http://www.wikidata.org/entity/Q43395791,Christian Chactach,Tain,-4.0567,57.8118,Female,,,,,,,,+00000001577-10-25T00:00:00Z
738,http://www.wikidata.org/entity/Q43395792,Moira Neyne Yrascht,Tain,-4.0567,57.8118,Female,,,,,,,,+00000001577-10-25T00:00:00Z
739,http://www.wikidata.org/entity/Q43395798,Isabell,Calrossie,-4.011491,57.773014,Female,,,,,,,,+00000001577-10-25T00:00:00Z
740,http://www.wikidata.org/entity/Q43395819,Marioun Quhite,Strathdon,-3.07574,57.1996,Female,,,,,,,,+00000001626-12-14T00:00:00Z
741,http://www.wikidata.org/entity/Q43395875,Agnes Lawson,Dalkeith,-3.068332,55.893642,Female,,,,,,,,+00000001661-07-16T00:00:00Z
742,http://www.wikidata.org/entity/Q43395887,Malie Scot,Byne Hill,-4.861428,55.214779,Female,,,,,,,,+00000001630-06-17T00:00:00Z
743,http://www.wikidata.org/entity/Q43395904,Jonet Stratoun,Halidean Mill,-2.648849,55.603201,Female,,,,,,,,+00000001596-10-30T00:00:00Z
744,http://www.wikidata.org/entity/Q43395922,Witch of Carbarrie,"Carberry, East Lothian",-3.028,55.918,Female,,,,,,,,+00000001591-01-27T00:00:00Z
745,http://www.wikidata.org/entity/Q43395931,Margaret Watson,Carnwath,-3.625,55.7006,Female,,,,,,,,+00000001644-12-31T00:00:00Z
746,http://www.wikidata.org/entity/Q43395937,Magdalin Blair,Stirling,-3.9369,56.1166,Female,,,,,,,,+00000001659-03-22T00:00:00Z
747,http://www.wikidata.org/entity/Q43395968,Elspeth Wilson,Renfrew,-4.366666666,55.86666667,Female,,,,,,,,+00000001699-04-19T00:00:00Z
748,http://www.wikidata.org/entity/Q43395980,Katharine Cristie,Eyemouth,-2.090555555,55.86944444,Female,,,,,,,,+00000001629-07-27T00:00:00Z
749,http://www.wikidata.org/entity/Q43396024,Margaret Law,Bonhard,-3.3431534,56.0194,Female,,,,,,,,+00000001679-11-27T00:00:00Z
750,http://www.wikidata.org/entity/Q43396025,Eupham Wright,Airth,-3.776,56.067,Female,,,,,,,,+00000001679-06-01T00:00:00Z
751,http://www.wikidata.org/entity/Q43396029,Anna Grey,Bankhead,-4.740956,55.68952,Female,,,,,,,,+00000001679-09-16T00:00:00Z
752,http://www.wikidata.org/entity/Q43396063,John Mylne,Inveraray,-5.073,56.231,Female,,,,,,,,+00000001658-09-06T00:00:00Z
753,http://www.wikidata.org/entity/Q43396076,Jonet Bresone,Haddington,-2.78332,55.95612,Female,,,,,,,,+00000001659-04-27T00:00:00Z
754,http://www.wikidata.org/entity/Q43396098,Jean Hamilton,Irvine,-4.661111111,55.61944444,Female,,,,,,,,+00000001650-04-22T00:00:00Z
755,http://www.wikidata.org/entity/Q43396103,Agnes Glen,Dalry,-4.723,55.711,Female,,,,,,,,+00000001650-04-22T00:00:00Z
756,http://www.wikidata.org/entity/Q43396110,Margaret Isset,Kilwinning,-4.7,55.65,Female,,,,,,,,+00000001650-04-30T00:00:00Z
757,http://www.wikidata.org/entity/Q43396113,Isobel Allan,Kilwinning,-4.7,55.65,Female,,,,,,,,+00000001650-05-07T00:00:00Z
758,http://www.wikidata.org/entity/Q43396121,Jean Swan,Irvine,-4.661111111,55.61944444,Female,,,,,,,,+00000001650-06-16T00:00:00Z
759,http://www.wikidata.org/entity/Q43396136,Jean Martin,Auldearn,-3.81595,57.5765,Female,,,,,,,,+00000001662-04-13T00:00:00Z
760,http://www.wikidata.org/entity/Q43396139,Marioun Simsoune,Boghall,-3.6084,55.8965,Female,,,,,,,,+00000001631-02-08T00:00:00Z
761,http://www.wikidata.org/entity/Q43396174,Issobell Hall,Jedburgh,-2.546,55.477,Female,,,,,,,,+00000001632-07-26T00:00:00Z
762,http://www.wikidata.org/entity/Q43396202,Breadoche Oiseathe,Caithness,-3.5,58.41666667,Female,,,,,,,,+00000001636-03-31T00:00:00Z
763,http://www.wikidata.org/entity/Q43396242,Effie Roger,Perth,-3.431666666,56.39527778,Female,,,,,,,,+00000001568-04-01T00:00:00Z
764,http://www.wikidata.org/entity/Q43396244,Jonet Curchan,St John's Well,-2.338797,57.419357,Female,,,,,,,,+00000001568-04-01T00:00:00Z
765,http://www.wikidata.org/entity/Q43396247,Cristeane Jak,Fowlis,-3.104455,56.487736,Female,,,,,,,,+00000001568-04-01T00:00:00Z
766,http://www.wikidata.org/entity/Q43389948,Janet Strauchane,Prestonpans,-2.961,55.9597,Female,,,,,,,,+00000001628-06-01T00:00:00Z
767,http://www.wikidata.org/entity/Q43390012,Sara Keyth,Winton House,-2.9005,55.9152,Female,,,,,,,,+00000001628-12-09T00:00:00Z
768,http://www.wikidata.org/entity/Q43390025,Marion Grige,Scotstoun,-3.3646,55.6937,Female,,,,,,,,+00000001629-02-03T00:00:00Z
769,http://www.wikidata.org/entity/Q43390295,Janet Paton,Crook of Devon,-3.55,56.1667,Female,,,,,,,,+00000001662-04-23T00:00:00Z
770,http://www.wikidata.org/entity/Q43390360,Mary Nein Gowin,Buntoit,-4.664676,57.340454,Female,,,,,,,,+00000001662-06-01T00:00:00Z
771,http://www.wikidata.org/entity/Q43390461,McQuicken,Inverness,-4.225833333,57.48388889,Female,,,,,,,,+00000001695-00-00T00:00:00Z
772,http://www.wikidata.org/entity/Q43392061,spouse to William Thomesone,"Broughton, Scottish Borders",-3.4114,55.6157,Female,,,,,,,,+00000001649-11-06T00:00:00Z
773,http://www.wikidata.org/entity/Q43392092,Margaret Duddingston,Dunbar,-2.522777777,55.99833333,Female,,,,,,,,+00000001636-06-16T00:00:00Z
774,http://www.wikidata.org/entity/Q43392172,Bessie Carrilie,Twiname Way,-3.57292,55.095803,Female,,,,,,,,
775,http://www.wikidata.org/entity/Q43392221,Elspeth Linay,Orkney Islands,-3.0,59.0,Female,,,,,,,,+00000001643-07-07T00:00:00Z
776,http://www.wikidata.org/entity/Q43392542,Bessie Riddell,Prestonpans,-2.961,55.9597,Female,,,,,,,,+00000001628-07-15T00:00:00Z
777,http://www.wikidata.org/entity/Q43392550,Beatrix Cuthbertson,Prestonpans,-2.961,55.9597,Female,,,,,,,,+00000001628-06-01T00:00:00Z
778,http://www.wikidata.org/entity/Q43392614,Marion Bathcat,East Barns,-2.4548,55.978,Female,,,,,,,,+00000001628-12-19T00:00:00Z
779,http://www.wikidata.org/entity/Q43392676,Beatrix Crichtoun,Douglas,-3.85,55.55,Female,,,,,,,,+00000001629-03-24T00:00:00Z
780,http://www.wikidata.org/entity/Q43392691,Helen Scott,Melrose,-2.716666666,55.58333333,Female,,,,,,,,+00000001629-08-01T00:00:00Z
781,http://www.wikidata.org/entity/Q43392852,Janet Herries,Naperton,-3.621188,55.091282,Female,,,,,,,,+00000001630-06-01T00:00:00Z
782,http://www.wikidata.org/entity/Q43392863,Katharine Major,Dundrennan Abbey,-3.947777777,54.80666667,Female,,,,,,,,+00000001630-06-17T00:00:00Z
783,http://www.wikidata.org/entity/Q43392865,Margaret Haliday,Craigton,-3.888485,54.929538,Female,,,,,,,,+00000001630-06-17T00:00:00Z
784,http://www.wikidata.org/entity/Q43392872,Elspet Watsoun,Dysart,-3.12538,56.12557,Female,,,,,,,,+00000001630-07-08T00:00:00Z
785,http://www.wikidata.org/entity/Q43392878,Janet McGillichoan,Chanonry Point,-4.09861,57.5722,Female,,,,,,,,+00000001630-08-09T00:00:00Z
786,http://www.wikidata.org/entity/Q43392899,Margaret Fisher,Peterhead,-1.7832,57.5091,Female,,,,,,,,+00000001630-09-08T00:00:00Z
787,http://www.wikidata.org/entity/Q43392909,Marioun Lumisden,Leith,-3.17005,55.9801,Female,,,,,,,,+00000001632-03-09T00:00:00Z
788,http://www.wikidata.org/entity/Q43392919,Janet Williamson,Eyemouth,-2.090555555,55.86944444,Female,,,,,,,,+00000001629-03-24T00:00:00Z
789,http://www.wikidata.org/entity/Q43392932,Agnes Grant,Elgin,-3.315277777,57.64638889,Female,,,,,,,,+00000001643-01-09T00:00:00Z
790,http://www.wikidata.org/entity/Q43392949,Margaret Young,North Queensferry,-3.39444,56.0111,Female,,,,,,,,+00000001644-04-01T00:00:00Z
791,http://www.wikidata.org/entity/Q43392970,Margaret Hog,"Penston Farm, Penston",-2.8918846,55.940283,Female,,,,,,,,+00000001649-06-09T00:00:00Z
792,http://www.wikidata.org/entity/Q43393001,Agnes Watersoun,Burntisland,-3.233333333,56.05,Female,,,,,,,,+00000001649-09-27T00:00:00Z
793,http://www.wikidata.org/entity/Q43393003,Elspeth Ronaldsone,Burntisland,-3.233333333,56.05,Female,,,,,,,,+00000001649-09-27T00:00:00Z
794,http://www.wikidata.org/entity/Q43393054,Margaret Maislet,Marvingston,-2.787232,55.884592,Female,,,,,,,,+00000001661-05-30T00:00:00Z
795,http://www.wikidata.org/entity/Q43393064,Issobell Jonstoune,Gullane,-2.8265,56.0371,Female,,,,,,,,+00000001661-07-01T00:00:00Z
796,http://www.wikidata.org/entity/Q43393184,Elspeth Young,Abernethy,-3.310927777,56.32649167,Female,,,,,,,,+00000001662-01-01T00:00:00Z
797,http://www.wikidata.org/entity/Q43393227,Elizabeth Soutar,Oathlaw,-2.858838,56.695459,Female,,,,,,,,+00000001662-02-01T00:00:00Z
798,http://www.wikidata.org/entity/Q43393263,Elspeth Blyth,Coldingham,-2.156753,55.886672,Female,,,,,,,,+00000001662-03-01T00:00:00Z
799,http://www.wikidata.org/entity/Q43393268,Hellen Wight,Eyemouth,-2.090555555,55.86944444,Female,,,,,,,,+00000001662-03-01T00:00:00Z
800,http://www.wikidata.org/entity/Q43393427,Margret Edison,"Clova, Angus",-3.10485,56.8436,Female,,,,,,,,+00000001662-05-01T00:00:00Z
801,http://www.wikidata.org/entity/Q43393453,Kathrine Cristell,Isle of Bute,-5.05636,55.83569,Female,,,,,,,,+00000001662-01-28T00:00:00Z
802,http://www.wikidata.org/entity/Q43393486,Malie Jonstoun,Roxburgh,-2.4667,55.5667,Female,,,,,,,,+00000001662-06-01T00:00:00Z
803,http://www.wikidata.org/entity/Q43393603,Margaret Pringle,Peaston,-2.8768,55.8714,Female,,,,,,,,+00000001649-08-01T00:00:00Z
804,http://www.wikidata.org/entity/Q43393632,Elspet Douglas,Haddington,-2.78332,55.95612,Female,,,,,,,,+00000001649-09-07T00:00:00Z
805,http://www.wikidata.org/entity/Q43393637,Janet Small,Carriden,-3.566848,56.009756,Female,,,,,,,,+00000001649-09-07T00:00:00Z
806,http://www.wikidata.org/entity/Q43393687,Margaret Temple,Pencaitland,-2.89098,55.91,Female,,,,,,,,+00000001649-09-27T00:00:00Z
807,http://www.wikidata.org/entity/Q43393769,Margaret Fyfe,Crook of Devon,-3.55,56.1667,Female,,,,,,,,+00000001662-00-00T00:00:00Z
808,http://www.wikidata.org/entity/Q43393782,Agnes Beveridge,Crook of Devon,-3.55,56.1667,Female,,,,,,,,+00000001662-00-00T00:00:00Z
809,http://www.wikidata.org/entity/Q43396165,Marion Broune,Wester Pencaitland,-2.896747,55.910072,Female,,,,,,,,+00000001649-08-28T00:00:00Z
810,http://www.wikidata.org/entity/Q43396167,Janet Sympsoun,Peaston,-2.915091,55.878235,Female,,,,,,,,+00000001649-10-01T00:00:00Z
811,http://www.wikidata.org/entity/Q43396172,Elspet Gray,Bogend,-3.310024,55.740735,Female,,,,,,,,+00000001649-11-06T00:00:00Z
812,http://www.wikidata.org/entity/Q43391758,Agnes Hutsone,Maxwellheugh,-2.43109108,55.59289932,Female,,,,,,,,+00000001649-06-01T00:00:00Z
813,http://www.wikidata.org/entity/Q43391919,Margaret Couper,Keith,-2.9555,57.5428,Female,,,,,,,,+00000001678-07-20T00:00:00Z
814,http://www.wikidata.org/entity/Q43391954,Helen Trotton,Linlithgow,-3.610555555,55.97527778,Female,,,,,,,,+00000001679-11-27T00:00:00Z
815,http://www.wikidata.org/entity/Q43391991,Margaret Cutchmoulie,Prestonpans,-2.961,55.9597,Female,,,,,,,,+00000001659-03-29T00:00:00Z
816,http://www.wikidata.org/entity/Q43392205,Janet Mitchell,Cardross,-4.63333,55.9667,Female,,,,,,,,+00000001630-01-07T00:00:00Z
817,http://www.wikidata.org/entity/Q43395427,Margaret Foxtone,Aberlady,-2.86,56.01,Female,,,,,,,,+00000001649-08-08T00:00:00Z
818,http://www.wikidata.org/entity/Q43395430,Janet Thomsone,Haddington,-2.78332,55.95612,Female,,,,,,,,+00000001649-08-08T00:00:00Z
819,http://www.wikidata.org/entity/Q43395456,Margaret Veith,Pencaitland,-2.89098,55.91,Female,,,,,,,,+00000001650-05-29T00:00:00Z
820,http://www.wikidata.org/entity/Q43395459,Jennet Bellamie,East Saltoun and West Saltoun,-2.8513,55.8989,Female,,,,,,,,+00000001650-05-29T00:00:00Z
821,http://www.wikidata.org/entity/Q43395488,Fillie Callwalls,Pencaitland,-2.89098,55.91,Female,,,,,,,,+00000001650-06-26T00:00:00Z
822,http://www.wikidata.org/entity/Q43395506,Margaret Unes,Borthwick,-3.0112,55.8251,Female,,,,,,,,+00000001628-10-09T00:00:00Z
823,http://www.wikidata.org/entity/Q43395534,Agnes Wright,Dalkeith,-3.068332,55.893642,Female,,,,,,,,+00000001649-11-15T00:00:00Z
824,http://www.wikidata.org/entity/Q43395540,Isobel Steill,Dalkeith,-3.068332,55.893642,Female,,,,,,,,+00000001649-12-01T00:00:00Z
825,http://www.wikidata.org/entity/Q43395558,Janet Campbell,Edinburgh,-3.198888888,55.95,Female,,,,,,,,+00000001650-00-00T00:00:00Z
826,http://www.wikidata.org/entity/Q43395560,Margaret Nidrie,Edinburgh,-3.198888888,55.95,Female,,,,,,,,+00000001661-00-00T00:00:00Z
827,http://www.wikidata.org/entity/Q43395569,Agnes Dunlop,Linlithgow,-3.610555555,55.97527778,Female,,,,,,,,+00000001648-03-01T00:00:00Z
828,http://www.wikidata.org/entity/Q43395582,Margret Ellot,Hownam,-2.35187,55.4657,Female,,,,,,,,+00000001647-02-03T00:00:00Z
829,http://www.wikidata.org/entity/Q43395594,Bessie Heslope,Caerlaverock,-3.525597,54.977029,Female,,,,,,,,+00000001705-01-27T00:00:00Z
830,http://www.wikidata.org/entity/Q43395628,Shiach nein Dod,Tarvie,-4.643748,57.588963,Female,,,,,,,,+00000001650-04-09T00:00:00Z
831,http://www.wikidata.org/entity/Q43395633,Margaret Watson,Scalloway,-1.266666666,60.13333333,Female,,,,,,,,+00000001708-06-09T00:00:00Z
832,http://www.wikidata.org/entity/Q43395633,Margaret Watson,Walls & Sandness,-1.589111,60.264899,Female,,,,,,,,+00000001708-06-09T00:00:00Z
833,http://www.wikidata.org/entity/Q43395636,Agnes Litle,Stranraer,-5.035,54.90138889,Female,,,,,,,,+00000001650-06-13T00:00:00Z
834,http://www.wikidata.org/entity/Q43395664,Grissell Groat,North Ronaldsay,-2.42583,59.37339,Female,,,,,,,,+00000001643-11-10T00:00:00Z
835,http://www.wikidata.org/entity/Q43395667,Margaret Cony,Evie,-3.13111,59.1147,Female,,,,,,,,+00000001645-08-02T00:00:00Z
836,http://www.wikidata.org/entity/Q43395677,Margaret Crawfurd,Denny,-3.907,56.018,Female,,,,,,,,+00000001596-01-14T00:00:00Z
837,http://www.wikidata.org/entity/Q43395690,Cristal Ballath,Menmuir,-2.767259,56.768806,Female,,,,,,,,+00000001630-05-02T00:00:00Z
838,http://www.wikidata.org/entity/Q43395697,Sybilla Drummond,Dunblane,-3.973611111,56.18888889,Female,,,,,,,,+00000001658-06-23T00:00:00Z
839,http://www.wikidata.org/entity/Q43395710,Marion Ronnald,Corstorphine,-3.28544,55.9429,Female,,,,,,,,+00000001649-07-22T00:00:00Z
840,http://www.wikidata.org/entity/Q43395718,Janet Ingram,Westburn,-2.090735,57.271836,Female,,,,,,,,+00000001597-04-21T00:00:00Z
841,http://www.wikidata.org/entity/Q43395732,Bessie Mostcrope,Kelso,-2.416666666,55.58333333,Female,,,,,,,,+00000001649-10-07T00:00:00Z
842,http://www.wikidata.org/entity/Q43395764,Issobell NcNeill,Isle of Bute,-5.05636,55.83569,Female,,,,,,,,+00000001662-02-14T00:00:00Z
843,http://www.wikidata.org/entity/Q43395767,Jonet Isack,Kilwinning,-4.7,55.65,Female,,,,,,,,+00000001662-01-22T00:00:00Z
844,http://www.wikidata.org/entity/Q43395772,Mary NcNivan,Isle of Bute,-5.05636,55.83569,Female,,,,,,,,+00000001662-03-26T00:00:00Z
845,http://www.wikidata.org/entity/Q43395782,Gradach McGillicallum,Ross and Cromarty,-5.0,57.66666667,Female,,,,,,,,+00000001577-10-25T00:00:00Z
846,http://www.wikidata.org/entity/Q43395795,Helen Neyne Alexander McConnachie,Logie Easter,-4.1058,57.7601,Female,,,,,,,,+00000001577-10-25T00:00:00Z
847,http://www.wikidata.org/entity/Q43395823,Mother of Christiane Grahame,Menteith,-4.057,56.175,Female,,,,,,,,+00000001621-08-10T00:00:00Z
848,http://www.wikidata.org/entity/Q43395845,Issobell Cauldwell,Sunnyside,-3.143093,55.920836,Female,,,,,,,,+00000001661-07-06T00:00:00Z
849,http://www.wikidata.org/entity/Q43395858,Jannet Meikleson,Dalkeith,-3.068332,55.893642,Female,,,,,,,,+00000001661-08-03T00:00:00Z
850,http://www.wikidata.org/entity/Q43395861,Margaret Grintoun,Gilmerton,-3.13083,55.905,Female,,,,,,,,+00000001661-08-07T00:00:00Z
851,http://www.wikidata.org/entity/Q43395865,Elizabeth Millar,Newton,-2.776134,55.873928,Female,,,,,,,,+00000001661-07-09T00:00:00Z
852,http://www.wikidata.org/entity/Q43395879,Janet Boyd,Prestonpans,-2.961,55.9597,Female,,,,,,,,+00000001628-08-08T00:00:00Z
853,http://www.wikidata.org/entity/Q43395906,Jonet Hunter,Dundonald,-4.59583333,55.57916667,Female,,,,,,,,+00000001604-12-02T00:00:00Z
854,http://www.wikidata.org/entity/Q43395912,Marioun Linkup,Leith,-3.17005,55.9801,Female,,,,,,,,+00000001590-12-26T00:00:00Z
855,http://www.wikidata.org/entity/Q43395949,Janet Waugh,Renfrew,-4.366666666,55.86666667,Female,,,,,,,,+00000001697-04-13T00:00:00Z
856,http://www.wikidata.org/entity/Q43396000,Katherine Miller,Orkney Islands,-3.0,59.0,Female,,,,,,,,+00000001633-03-17T00:00:00Z
857,http://www.wikidata.org/entity/Q43396012,Jennet Maitland,Highlees,-4.594676,55.567613,Female,,,,,,,,+00000001678-07-09T00:00:00Z
858,http://www.wikidata.org/entity/Q43396028,John Corsbie,Lintlaw,-2.275161,55.815204,Female,,,,,,,,+00000001679-09-16T00:00:00Z
859,http://www.wikidata.org/entity/Q43396035,Jonet Durie,Crail,-2.6263,56.2608,Female,,,,,,,,+00000001643-08-01T00:00:00Z
860,http://www.wikidata.org/entity/Q43396044,Marie Dick,Crail,-2.6263,56.2608,Female,,,,,,,,+00000001643-08-01T00:00:00Z
861,http://www.wikidata.org/entity/Q43396045,Margaret Gray,Crail,-2.6263,56.2608,Female,,,,,,,,+00000001643-08-01T00:00:00Z
862,http://www.wikidata.org/entity/Q43396051,Jonet Inglyses,Crail,-2.6263,56.2608,Female,,,,,,,,+00000001643-08-01T00:00:00Z
863,http://www.wikidata.org/entity/Q43396053,Issobell Oster,Crail,-2.6263,56.2608,Female,,,,,,,,+00000001643-08-01T00:00:00Z
864,http://www.wikidata.org/entity/Q43396058,Katharine Thomson,Fife,-3.2,56.25,Female,,,,,,,,+00000001649-07-11T00:00:00Z
865,http://www.wikidata.org/entity/Q43396066,Jonet Paterson,Yellowcraig Wood,-3.90884,56.150768,Female,,,,,,,,+00000001658-07-22T00:00:00Z
866,http://www.wikidata.org/entity/Q43396105,Violet Mudie,West Kilbride,-4.8576,55.6966,Female,,,,,,,,+00000001650-04-22T00:00:00Z
867,http://www.wikidata.org/entity/Q43396107,Maal Montgomerie,Largs,-4.863611111,55.79388889,Female,,,,,,,,+00000001650-04-30T00:00:00Z
868,http://www.wikidata.org/entity/Q43396111,Jonnet M'Graine,Ayr,-4.627777777,55.46388889,Female,,,,,,,,+00000001650-05-01T00:00:00Z
869,http://www.wikidata.org/entity/Q43396122,Barbara Montgomery,Irvine,-4.661111111,55.61944444,Female,,,,,,,,+00000001650-06-16T00:00:00Z
870,http://www.wikidata.org/entity/Q43396147,Masie Fellowsdale,Greenock,-4.766666666,55.95,Female,,,,,,,,+00000001632-01-25T00:00:00Z
871,http://www.wikidata.org/entity/Q43396210,Jonet Jack,Banff,-2.524,57.667,Female,,,,,,,,+00000001637-01-24T00:00:00Z
872,http://www.wikidata.org/entity/Q43392844,Janet Sinclare,Larbreck,-3.743872,55.084346,Female,,,,,,,,+00000001630-06-01T00:00:00Z
873,http://www.wikidata.org/entity/Q43392881,Marion Rodgie,Aberdeen,-2.1,57.15,Female,,,,,,,,+00000001630-09-08T00:00:00Z
874,http://www.wikidata.org/entity/Q43392892,Margaret Buchan,Boddam,-1.7775,57.4702,Female,,,,,,,,+00000001630-09-08T00:00:00Z
875,http://www.wikidata.org/entity/Q43392933,Katherine Burgess,Cromdale,-3.53993,57.3367,Female,,,,,,,,+00000001643-03-08T00:00:00Z
