Wikidata Page,Name,Residence,Gender,Long,Lat
http://www.wikidata.org/entity/Q43915185,Robert Seton,Tranent,Male,-2.95417,55.9447
http://www.wikidata.org/entity/Q43915193,John Campbell,Ayrshire,Male,-4.635836,55.461053
http://www.wikidata.org/entity/Q43915226,Thomas Baillie,Newton,Male,-3.069835,55.917035
http://www.wikidata.org/entity/Q43915239,William Murray,Newton,Male,-3.069835,55.917035
http://www.wikidata.org/entity/Q43915272,John Denholm,Edinburgh,Male,-3.1989,55.95
http://www.wikidata.org/entity/Q43915290,James Stewart,Liberton,Male,-3.1619,55.9144
http://www.wikidata.org/entity/Q43915296,Robert Strachan,Edinburgh,Male,-3.1989,55.95
http://www.wikidata.org/entity/Q43915305,James Calderwood,Dalkeith,Male,-3.068332,55.893642
http://www.wikidata.org/entity/Q43915317,James Douglas,Lugton,Male,-4.52764,55.7439
http://www.wikidata.org/entity/Q43915345,John Wilson,Newbattle,Male,-3.0775,55.8817
http://www.wikidata.org/entity/Q43915352,Alexander Dickson,Dalkeith,Male,-3.068332,55.893642
http://www.wikidata.org/entity/Q43915394,Alexander Cuningham,West Barns,Male,-2.553,55.9937
http://www.wikidata.org/entity/Q43915407,William Sinclair,"Berriedale, Highland",Male,-3.49583,58.1894
http://www.wikidata.org/entity/Q43915414,John Weymss,Coaltown of Wemyss,Male,-3.089,56.151
http://www.wikidata.org/entity/Q43915419,John Sinclair,Dunbeath,Male,-3.42,58.25
http://www.wikidata.org/entity/Q43915423,Alexander Sutherland,Caithness,Male,-3.5,58.41666667
http://www.wikidata.org/entity/Q43915535,John Sinclair,Herdmanston,Male,-2.84378,55.920612
http://www.wikidata.org/entity/Q43915538,John Sinclair,Herdmanston,Male,-2.84378,55.920612
http://www.wikidata.org/entity/Q43915548,George Cockburn,Ormiston,Male,-2.94306,55.9122
http://www.wikidata.org/entity/Q43915554,John Arnott,Cockburnspath,Male,-2.36018,55.9329
http://www.wikidata.org/entity/Q43915557,George Home,Ford,Male,-5.43036,56.1774
http://www.wikidata.org/entity/Q43915584,Colin MacKenzie,Ross and Cromarty,Male,-5,57.6667
http://www.wikidata.org/entity/Q43915590,Alexander MacKenzie,Ross and Cromarty,Male,-5,57.6667
http://www.wikidata.org/entity/Q43915597,John Wilkie,"Foulden, Scottish Borders",Male,-2.1148,55.7954
http://www.wikidata.org/entity/Q43915605,Alexander Brodie,Kinloss,Male,-3.56756,57.6337
http://www.wikidata.org/entity/Q43915617,John Brisbane,Bishopton,Male,-4.50518,55.9084
http://www.wikidata.org/entity/Q43915624,James Dunbar,Moray,Male,-3.25,57.4167
http://www.wikidata.org/entity/Q43915659,John Brown,Carsluith,Male,-4.3639,54.8681
http://www.wikidata.org/entity/Q43915674,Archibald Murray,Darnhall Mains,Male,-3.21108,55.7209
http://www.wikidata.org/entity/Q43915699,Claud Hamilton,Dumfries,Male,-3.616666666,55.06666667
http://www.wikidata.org/entity/Q43915702,George Ramsay,Berwickshire,Male,-2.5,55.75
http://www.wikidata.org/entity/Q43915721,Robert Wallace,Ayrshire,Male,-4.635836,55.461053
http://www.wikidata.org/entity/Q43915724,Archibald Dunbar,Ayrshire,Male,-4.635836,55.461053
http://www.wikidata.org/entity/Q43915759,William Innes,Reay,Male,-3.775,58.559
http://www.wikidata.org/entity/Q43915803,William Cuningham,Ayr,Male,-4.6278,55.4639
http://www.wikidata.org/entity/Q43915805,James Chalmers,Ayr,Male,-4.6278,55.4639
http://www.wikidata.org/entity/Q43915811,Robert Arbuthnott,Kincardine,Male,-3.719,56.069
http://www.wikidata.org/entity/Q43915812,Robert Arbuthnott,Kincardine,Male,-3.719,56.069
http://www.wikidata.org/entity/Q43915838,George Gordon,Banff,Male,-2.524,57.667
http://www.wikidata.org/entity/Q43915844,James Ogilvie,Banff,Male,-2.524,57.667
http://www.wikidata.org/entity/Q43915868,John Dunlop,Edinburgh,Male,-3.1989,55.95
http://www.wikidata.org/entity/Q43915879,Robert Sempill,Nobleston,Male,-4.563879,55.976146
http://www.wikidata.org/entity/Q43915897,John Finlayson,Fala,Male,-2.88333,55.8333
http://www.wikidata.org/entity/Q43915938,William Livingston,Kilsyth,Male,-4.06,55.98
http://www.wikidata.org/entity/Q43915977,John Wallace,Craigie,Male,-4.49413,55.56112
http://www.wikidata.org/entity/Q43916045,John Wilson,Chanonry Point,Male,-4.09861,57.5722
http://www.wikidata.org/entity/Q43916047,William Robertson,Chanonry Point,Male,-4.09861,57.5722
http://www.wikidata.org/entity/Q43916069,George Leslie,Aberdeen,Male,-2.1,57.15
http://www.wikidata.org/entity/Q43916090,John Hamilton,Grange,Male,-1.8083,57.5064
http://www.wikidata.org/entity/Q43916092,James Watson,Tranent,Male,-2.95417,55.9447
http://www.wikidata.org/entity/Q43916114,James Johnston,"Elphinstone, East Lothian",Male,-2.966,55.922
http://www.wikidata.org/entity/Q43916141,John Gordon,Kirkcudbright,Male,-4.051666666,54.83527778
http://www.wikidata.org/entity/Q43916146,James Dunbar,Moray,Male,-3.25,57.4167
http://www.wikidata.org/entity/Q43916156,John Hay,Moray,Male,-3.25,57.4167
http://www.wikidata.org/entity/Q43916198,James Durham,Renfrew,Male,-4.366666666,55.86666667
http://www.wikidata.org/entity/Q43916203,James Melville,Fife,Male,-3.2,56.25
http://www.wikidata.org/entity/Q43916237,Alexander Hay,Haddington,Male,-2.78332,55.95612
