Wikidata Page,Name,Residence,Gender,Occupation,Long,Lat
http://www.wikidata.org/entity/Q43913425,Thomas Cargill,Aberdeen,Male,Head Teacher,-2.1 ,57.15
http://www.wikidata.org/entity/Q43915361,Thomas Chalmer,Dalkeith,Male,Head Teacher,-3.068332 ,55.893642
http://www.wikidata.org/entity/Q43913552,William Cockburn (2),Lothian,Male,Head Teacher,-3.0844 ,55.9092
http://www.wikidata.org/entity/Q43913752,Alexander John,Edinburgh,Male,Justice of the peace,-3.1989 ,55.95
http://www.wikidata.org/entity/Q43913846,Andrew Mar,Haddington,Male,Justice of the peace,-2.78332 ,55.95612
http://www.wikidata.org/entity/Q43911187,Bruce,"Kennet, Clackmannanshire",Male,Justice of the peace,-3.72778 ,56.1
http://www.wikidata.org/entity/Q43911184,Henry Bruce,Clackmannan,Male,Justice of the peace,-3.74652 ,56.1091
http://www.wikidata.org/entity/Q43913749,Richard Clifton,Edinburgh,Male,Justice of the peace,-3.1989 ,55.95
http://www.wikidata.org/entity/Q43913833,Robert Rodgers,Gladsmuir,Male,Justice of the peace,-2.86667 ,55.9333
http://www.wikidata.org/entity/Q43913768,Thomas Simmell,Haddington,Male,Justice of the peace,-2.78332 ,55.95612
http://www.wikidata.org/entity/Q43913284,Lewis Stewart,Edinburgh,Male,Lawyer,-3.1989 ,55.95
http://www.wikidata.org/entity/Q43913311,Roger Mowat,Edinburgh,Male,Lawyer,-3.1989 ,55.95
http://www.wikidata.org/entity/Q43913843,Alexander Pae,Eyemouth,Male,Maltman,-2.090555555 ,55.869444444
http://www.wikidata.org/entity/Q43913599,Richard Hardie,Bo'ness,Male,Maltman,-3.608911111 ,56.016811111
http://www.wikidata.org/entity/Q43913607,Robert Doun,Bo'ness,Male,Maltman,-3.608911111 ,56.016811111
http://www.wikidata.org/entity/Q43913348,James Crawford,Greenock,Male,Merchant,-4.766666666 ,55.95
http://www.wikidata.org/entity/Q43916160,John Linkletter,Kirkwall,Male,Merchant,-2.96 ,58.9811
http://www.wikidata.org/entity/Q43915122,John Mowbray,Edinburgh,Male,Merchant,-3.1989 ,55.95
http://www.wikidata.org/entity/Q43912392,John Robinson,Eyemouth,Male,Merchant,-2.090555555 ,55.869444444
http://www.wikidata.org/entity/Q43912395,Thomas Robinson,Eyemouth,Male,Merchant,-2.090555555 ,55.869444444
http://www.wikidata.org/entity/Q43915139,William Blackwood,Edinburgh,Male,Merchant,-3.1989 ,55.95
http://www.wikidata.org/entity/Q43912004,William Kirkwood,Dunbar,Male,Merchant,-2.522777777 ,55.998333333
http://www.wikidata.org/entity/Q43915134,William Weir,Edinburgh,Male,Merchant,-3.1989 ,55.95
http://www.wikidata.org/entity/Q4693114,Agnes Sampson,Nether Keith,Female,Midwife,-2.875695 ,55.871933
http://www.wikidata.org/entity/Q43913572,John Fowler,Humbie,Male,Miller,-2.86735 ,55.8544
http://www.wikidata.org/entity/Q43913454,Adam Colt,Inveresk,Male,Minister,-3.0468 ,55.9366
http://www.wikidata.org/entity/Q43911744,Adam Penman,Cockpen,Male,Minister,-3.089 ,55.8618
http://www.wikidata.org/entity/Q43914909,Alexander Ambrois,Newbattle,Male,Minister,-3.0775 ,55.8817
http://www.wikidata.org/entity/Q43911931,Alexander Dickson,Kirkurd,Male,Minister,-3.3889174 ,55.684214
http://www.wikidata.org/entity/Q43910684,Alexander Dunlop,Greenock,Male,Minister,-4.766666666 ,55.95
http://www.wikidata.org/entity/Q43911446,Alexander Edward,Crail,Male,Minister,-2.6263 ,56.2608
http://www.wikidata.org/entity/Q43910969,Alexander Gibson,Canisbay,Male,Minister,-3.123 ,58.632
http://www.wikidata.org/entity/Q43911395,Alexander Glass,Auchtermuchty,Male,Minister,-3.23745 ,56.2898
http://www.wikidata.org/entity/Q43911892,Alexander Greig,Drumelzier,Male,Minister,-3.3726 ,55.5939
http://www.wikidata.org/entity/Q43910998,Alexander Hutchison,Troqueer,Male,Minister,-3.60622 ,55.0583
http://www.wikidata.org/entity/Q43911855,Alexander Keith,Uphall,Male,Minister,-3.5077 ,55.9309
http://www.wikidata.org/entity/Q43913368,Alexander King,Bonhill,Male,Minister,-4.5705 ,55.9828
http://www.wikidata.org/entity/Q43913678,Alexander Kinneir,Whitsome,Male,Minister,-2.21667 ,55.75
