Wikidata Page,Name,Residence,Longitude,Latitude,Gender
http://www.wikidata.org/entity/Q43391224,(wife of Thomas) Baylie,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43391250,Jean Kerse,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43391314,Elspeth Knox,Humbie,-2.86735,55.8544,Female
http://www.wikidata.org/entity/Q43391333,Katherene Wallace,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43391403,Margaret Logan,Crichton,-2.98249,55.8471,Female
http://www.wikidata.org/entity/Q43391633,Elizabeth Ross,Coaltown of Wemyss,-3.089,56.151,Female
http://www.wikidata.org/entity/Q43391644,Jonnet Dovertie,Aberdeen,-2.1,57.15,Female
http://www.wikidata.org/entity/Q43391651,Christiane Craig,Turriff,-2.46114,57.539,Female
http://www.wikidata.org/entity/Q43391716,Janet Wharrie,Caerlaverock,-3.525597,54.977029,Female
http://www.wikidata.org/entity/Q43392363,Jean Howison,Sheriffhall,-3.08851,55.8995,Female
http://www.wikidata.org/entity/Q43392382,Elspet Chisolme,Auldearn,-3.81595,57.5765,Female
http://www.wikidata.org/entity/Q43392448,Agnes Smyth,Skateraw,-2.42762,55.9679,Female
http://www.wikidata.org/entity/Q43394924,Janet Daill,Dumfries,-3.616666666,55.06666667,Female
http://www.wikidata.org/entity/Q43394951,Agnes Roy,"Nigg, Highland",-4.009,57.719,Female
http://www.wikidata.org/entity/Q43394969,Christian Smyth,Ross and Cromarty,-5,57.66666667,Female
http://www.wikidata.org/entity/Q43394998,Janet Burnet,Auldearn,-3.81595,57.5765,Female
http://www.wikidata.org/entity/Q43395004,Margaret Hucheons,Penick,-3.783964,57.583936,Female
http://www.wikidata.org/entity/Q43395020,Jonet Blyth,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395077,Marion Cumming,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395085,Issobell Gylour,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395130,Bessie Ur,West Linton,-3.3554,55.7526,Female
http://www.wikidata.org/entity/Q43395143,Marion Croser,North Slipperfield,-3.391957,55.751304,Female
http://www.wikidata.org/entity/Q43395156,Elspet Dunbar,Mains of Moyness,-3.754896,57.562803,Female
http://www.wikidata.org/entity/Q43395185,Janet Robertson,Edinburgh,-3.198888888,55.95,Female
http://www.wikidata.org/entity/Q43395201,Agnes Currie,Torryburn,-3.55,56.05,Female
http://www.wikidata.org/entity/Q43395206,Bessie Gulane,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395211,Agnes Gune,Wick,-3.089,58.454,Female
http://www.wikidata.org/entity/Q43395257,Helen Quhyte,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395261,Christian Wilkieson,Greenlaw,-2.466666666,55.7,Female
http://www.wikidata.org/entity/Q43395263,Issobell Lauder,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395297,Marie Patersone,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395315,Bessie Chalmers,Inverkeithing,-3.383333333,56.03333333,Female
http://www.wikidata.org/entity/Q43395360,Elspett Fergusson,Linlithgow,-3.610555555,55.97527778,Female
http://www.wikidata.org/entity/Q43395379,Marie Lauchtie,Thurso,-3.521111111,58.59611111,Female
http://www.wikidata.org/entity/Q43395390,Agnes Durie,Footie,-2.638259,57.102973,Female
http://www.wikidata.org/entity/Q43395398,Issobell Smyth,Footie,-2.638259,57.102973,Female
http://www.wikidata.org/entity/Q43395402,Bessie Broun,Dalkeith,-3.068332,55.893642,Female
http://www.wikidata.org/entity/Q43395422,Agnes Broune,"Nisbet, Scottish Borders",-2.51667,55.5167,Female
http://www.wikidata.org/entity/Q43395426,Janet Smith,Aberlady,-2.86,56.01,Female
http://www.wikidata.org/entity/Q43395502,Fillie Murray,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395504,Margaret Williamsone,North Berwick,-2.717,56.058,Female
http://www.wikidata.org/entity/Q43395508,Malie Thorbrand,Dalkeith,-3.068332,55.893642,Female
http://www.wikidata.org/entity/Q43395521,Annabell Hall,"Carrington, Midlothian",-3.0903,55.8328,Female
http://www.wikidata.org/entity/Q43395552,Elspeth Philipp,Duddingston,-3.14673,55.9416,Female
http://www.wikidata.org/entity/Q43395563,Marion Anderson,Dalmeny,-3.37,55.983,Female
http://www.wikidata.org/entity/Q43395567,Bessie Walker,Carriden,-3.566848,56.009756,Female
http://www.wikidata.org/entity/Q43395592,Elspeth Fleck,Lauder,-2.74855,55.7194,Female
http://www.wikidata.org/entity/Q43395632,Kathren Ratter,Colvister,-1.068019,60.653839,Female
http://www.wikidata.org/entity/Q43390489,Catharin Skair,Brechin,-2.655277777,56.73,Female
http://www.wikidata.org/entity/Q43390575,Janet Broun,Stobo,-3.297777777,55.625,Female
http://www.wikidata.org/entity/Q43390594,Janet Laidlaw,Tweedhopefoot,-3.495717,55.442327,Female
http://www.wikidata.org/entity/Q43390641,Jannet Smithe,Cushnie,-2.504206,57.459141,Female
http://www.wikidata.org/entity/Q43390706,Marioun George,Peebles,-3.18,55.65,Female
http://www.wikidata.org/entity/Q43390709,Janet Weill,Dumbarton,-4.547222222,55.94861111,Female
http://www.wikidata.org/entity/Q43390740,Janet Anderson,Pittenweem,-2.728611111,56.21305556,Female
http://www.wikidata.org/entity/Q43393671,Margaret Kinard,Glendevon,-3.668572,56.227187,Female
http://www.wikidata.org/entity/Q43393677,Agnes Chisolm,Ross and Cromarty,-5,57.66666667,Female
http://www.wikidata.org/entity/Q43393691,Mary Keill,Newton of Ferintosh,-4.37745,57.5461,Female
http://www.wikidata.org/entity/Q43393744,Jonet Alexander,Inverkip,-4.8735,55.912,Female
http://www.wikidata.org/entity/Q43393745,Catherine Montgomerie,Saltcoats,-4.7896,55.6352,Female
http://www.wikidata.org/entity/Q43393748,Mary Chisholm,Kelso,-2.416666666,55.58333333,Female
http://www.wikidata.org/entity/Q43393756,Elspeth Bruce,Cromarty,-4.03701,57.6816,Female
http://www.wikidata.org/entity/Q43393756,Elspeth Bruce,Cortachy,-2.99188,56.725,Female
http://www.wikidata.org/entity/Q43393770,Jonet Birnie,Crawford,-3.658585,55.471864,Female
http://www.wikidata.org/entity/Q43393780,Margaret Beveridge,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393799,Janet Hird,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393807,Elspet Alexander,Forfar,-2.89,56.64305556,Female
http://www.wikidata.org/entity/Q43393809,Hellane Stanhous,Inverkeithing,-3.383333333,56.03333333,Female
http://www.wikidata.org/entity/Q43393818,Margaret Tamsone,Elgin,-3.315277777,57.64638889,Female
http://www.wikidata.org/entity/Q43393820,Margaret Guthrie,"Carnbee, Scotland",-2.75,56.25,Female
http://www.wikidata.org/entity/Q43393837,Isabel Davidson,Belhelvie,-2.088,57.249,Female
http://www.wikidata.org/entity/Q43393861,Marion Dickson,Dumfries,-3.616666666,55.06666667,Female
http://www.wikidata.org/entity/Q43393878,Alison Nisbet,Coldingham,-2.156753,55.886672,Female
http://www.wikidata.org/entity/Q43393882,Jonnet Buttar,Kinloch,-3.196791,56.584612,Female
http://www.wikidata.org/entity/Q43393888,Margaret Baptie,Sammuelston,-2.825545,55.92742,Female
http://www.wikidata.org/entity/Q43393894,Joannet Smetoune,Inverkeithing,-3.383333333,56.03333333,Female
http://www.wikidata.org/entity/Q43393896,Bessie Doughtie,Fisherrow,-3.0583,55.9463,Female
http://www.wikidata.org/entity/Q43393902,Margaret Whyte,Lasswade,-3.11667,55.8833,Female
http://www.wikidata.org/entity/Q43393914,Katharine Grieve,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43393933,Janet Thomesone,Dalkeith,-3.068332,55.893642,Female
http://www.wikidata.org/entity/Q43393934,Agnes Thomson,Crichton,-2.98249,55.8471,Female
http://www.wikidata.org/entity/Q43393938,Katherine Fisher,Galashiels,-2.818888888,55.62055556,Female
http://www.wikidata.org/entity/Q43393951,Joane Forrester,Kirkurd,-3.3889174,55.684214,Female
http://www.wikidata.org/entity/Q43393972,Christian Thomesone,Scotstoun,-3.3646,55.6937,Female
http://www.wikidata.org/entity/Q43393976,Elizabeth Simpsone,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43393980,Marion Honyman,Whittingehame,-2.63333,55.95,Female
http://www.wikidata.org/entity/Q43393984,Katharine Frater,Earlston,-2.667,55.633,Female
http://www.wikidata.org/entity/Q43393998,Marioun Thyn,Roxburgh,-2.4667,55.5667,Female
http://www.wikidata.org/entity/Q43394042,Jonet Leyis,Aberdeen,-2.1,57.15,Female
http://www.wikidata.org/entity/Q43394050,Jannet Guisett,Aberdeen,-2.1,57.15,Female
http://www.wikidata.org/entity/Q43394069,Jonat Lucas,Pitmurchie House,-2.6667,57.1181,Female
http://www.wikidata.org/entity/Q43394123,Jonka Kyneis,Shetland Islands,-1.2689,60.3038,Female
http://www.wikidata.org/entity/Q43394125,Agnes Tulloch,Orkney Islands,-3,59,Female
http://www.wikidata.org/entity/Q43394130,Jonet Short,Edinburgh,-3.198888888,55.95,Female
http://www.wikidata.org/entity/Q43394134,Agnes Pryde,Coupar Angus,-3.266958,56.546425,Female
http://www.wikidata.org/entity/Q43394163,Margaret Fraser,Strathbogie,-2.797248,57.428106,Female
http://www.wikidata.org/entity/Q43394192,Isobell Marr,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43394198,Kathren Wallace,Kinghorn,-3.17,56.07,Female
http://www.wikidata.org/entity/Q43394237,Agnes Muresone,Elgin,-3.315277777,57.64638889,Female
http://www.wikidata.org/entity/Q43394239,Agnes Bischope,Mid Calder,-3.481,55.8918,Female
http://www.wikidata.org/entity/Q43394257,Bessie Mason,St Andrews,-2.798888888,56.33888889,Female
http://www.wikidata.org/entity/Q43394266,Margaret Sinclair,Kirkcudbright,-4.051666666,54.83527778,Female
http://www.wikidata.org/entity/Q43394331,Helen Young,Balmerino,-3.043,56.411,Female
http://www.wikidata.org/entity/Q43394422,Jonet Bennet,Leith,-3.17005,55.9801,Female
http://www.wikidata.org/entity/Q43390482,Margaret Merchant,Menmuir,-2.767259,56.768806,Female
http://www.wikidata.org/entity/Q43390556,Margaret Bannyntyne,Peaston,-2.915091,55.878235,Female
http://www.wikidata.org/entity/Q43390572,Christian Thomesone,"Linton, Scottish Borders",-2.358792,55.530357,Female
http://www.wikidata.org/entity/Q43390604,Agnes Andersoun,Woolmet,-3.11247,55.92151,Female
http://www.wikidata.org/entity/Q43390694,Geillis Sclaitter,Orkney Islands,-3,59,Female
http://www.wikidata.org/entity/Q43390718,Issobell Traye,Turriff,-2.46114,57.539,Female
http://www.wikidata.org/entity/Q43390721,Agnes Nemo,Liberton,-3.16188,55.9144,Female
http://www.wikidata.org/entity/Q43390774,Marion Davidsone,Hyndshaw,-3.845122,55.761501,Female
http://www.wikidata.org/entity/Q43390850,Margaret Elder,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43390865,Wife of Henry Stanehouse,Aberdour,-3.3021,56.0528,Female
http://www.wikidata.org/entity/Q43390872,Wife of William Barton,Kirkliston,-3.4,55.95,Female
http://www.wikidata.org/entity/Q43390878,Margaret Laurymer,Ardrossan,-4.8097,55.6432,Female
http://www.wikidata.org/entity/Q43390926,Margaret Hall,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43392309,Christian Neving,Irvine,-4.661111111,55.61944444,Female
http://www.wikidata.org/entity/Q43392315,Lilias Baxter,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43392320,Margaret Patoune,Howrat,-4.737727,55.751949,Female
http://www.wikidata.org/entity/Q43392325,Violat Guillieland,Dunlop,-4.54,55.7,Female
http://www.wikidata.org/entity/Q43393690,Mary Glass,Newton-on-Ayr,-4.625473,55.473285,Female
http://www.wikidata.org/entity/Q43393700,Agnes Desk,Killearnan,-4.373966,57.513,Female
http://www.wikidata.org/entity/Q43393705,Margaret Aytoune,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43393752,Margaret Blaikburne,Inverkeithing,-3.383333333,56.03333333,Female
http://www.wikidata.org/entity/Q43393828,Elspet Smith,Hoy,-3.3,58.85,Female
http://www.wikidata.org/entity/Q43393854,Helen Eliot,Culross,-3.6293,56.0554,Female
http://www.wikidata.org/entity/Q43393858,Bessie Wilson,Masterton,-3.412074,56.049019,Female
http://www.wikidata.org/entity/Q43393869,Alesoun Angus,Dunbar,-2.522777777,55.99833333,Female
http://www.wikidata.org/entity/Q43393908,Agnes Patersone,Fisherrow,-3.0583,55.9463,Female
http://www.wikidata.org/entity/Q43393915,Janet Douglas,Canongate,-3.1793,55.9517,Female
http://www.wikidata.org/entity/Q43393920,Issobel Raich,Lauder,-2.74855,55.7194,Female
http://www.wikidata.org/entity/Q43393983,Bessie Wilsoun,Jedburgh,-2.546,55.477,Female
http://www.wikidata.org/entity/Q43393991,Jeane Binning,Carriden,-3.566848,56.009756,Female
http://www.wikidata.org/entity/Q43393994,Marionn Turnbull,Jedburgh,-2.546,55.477,Female
http://www.wikidata.org/entity/Q43393995,Issobel Seatoun,Jedburgh,-2.546,55.477,Female
http://www.wikidata.org/entity/Q43393996,Jonet Young,Jedburgh,-2.546,55.477,Female
http://www.wikidata.org/entity/Q43394000,Issobell Allansone,Jedburgh,-2.546,55.477,Female
http://www.wikidata.org/entity/Q43394018,Isabell Keir,Stirling,-3.9369,56.1166,Female
http://www.wikidata.org/entity/Q43394031,Margaret Reid,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43394048,Agnes Smelie,Aberdeen,-2.1,57.15,Female
http://www.wikidata.org/entity/Q43394055,Christen Miller,Aberdeen,-2.1,57.15,Female
http://www.wikidata.org/entity/Q43394085,Dorathie Oliphant,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43394100,Kathrene Smyth,Inverkeithing,-3.383333333,56.03333333,Female
http://www.wikidata.org/entity/Q43394104,Grissal Gillaspie,Stirling,-3.9369,56.1166,Female
http://www.wikidata.org/entity/Q43394108,Agnes Anstruther,St Andrews,-2.798888888,56.33888889,Female
http://www.wikidata.org/entity/Q43394142,Bessie Archer,Monifieth,-2.82,56.481,Female
http://www.wikidata.org/entity/Q43394146,Susanna Chancelar,Lanark,-3.77702,55.6749,Female
http://www.wikidata.org/entity/Q43394171,Katherine Kerse,Edinburgh,-3.198888888,55.95,Female
http://www.wikidata.org/entity/Q43394183,Agnes Robert,Linlithgow,-3.610555555,55.97527778,Female
http://www.wikidata.org/entity/Q43394185,Cristian Marwick,Westray,-3,59.3,Female
http://www.wikidata.org/entity/Q43394200,Margaret Kingow,Pittenweem,-2.728611111,56.21305556,Female
http://www.wikidata.org/entity/Q43394210,Katherine Elder,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43394231,Janat Maconachie,Strathbogie,-2.797248,57.428106,Female
http://www.wikidata.org/entity/Q43394245,Agnes Vassie,Mid Calder,-3.481,55.8918,Female
http://www.wikidata.org/entity/Q43394314,Agnes Patersonne,Tarbolton,-4.4866,55.5132,Female
http://www.wikidata.org/entity/Q43394385,Janet Brown,Burntisland,-3.233333333,56.05,Female
http://www.wikidata.org/entity/Q43394426,Marione McNab,Stirling,-3.9369,56.1166,Female
http://www.wikidata.org/entity/Q43394452,Maly Purdie,"Skirling, Scottish Borders",-3.4704351,55.635882,Female
http://www.wikidata.org/entity/Q43394479,Agnes Sparke,Forfar,-2.89,56.64305556,Female
http://www.wikidata.org/entity/Q43394518,Euphan Stirt,Torryburn,-3.55,56.05,Female
http://www.wikidata.org/entity/Q43394538,Janet Whyte,Torryburn,-3.55,56.05,Female
http://www.wikidata.org/entity/Q43394642,Jonet Small,"Largo, Fife",-2.941,56.214,Female
http://www.wikidata.org/entity/Q43394647,Beatrix Traills,St Andrews,-2.798888888,56.33888889,Female
http://www.wikidata.org/entity/Q43394694,Margaret Cuningham,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43394727,Grissel Astrin,Culross,-3.6293,56.0554,Female
http://www.wikidata.org/entity/Q43394730,Jonet Dusone,Culross,-3.6293,56.0554,Female
http://www.wikidata.org/entity/Q43394751,Jonet Insch,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43394776,Margaret Orrock,Dalgety Bay,-3.36755,56.0429,Female
http://www.wikidata.org/entity/Q43394780,Christian Garlick,Dalgety Bay,-3.36755,56.0429,Female
http://www.wikidata.org/entity/Q43394804,Bessie Stobie,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43390215,Marion Shenan,Dunragit,-4.885,54.879,Female
http://www.wikidata.org/entity/Q43390326,Jonet McIllmartine,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43390511,Goodaile,"Carron, Falkirk",-3.7896,56.0238,Female
http://www.wikidata.org/entity/Q43390567,Jonet Paton,Peaston,-2.915091,55.878235,Female
http://www.wikidata.org/entity/Q43391736,Marion McNab,Lecropt,-3.98,56.157,Female
http://www.wikidata.org/entity/Q43391767,Wife of John Burbar,Kelso,-2.416666666,55.58333333,Female
http://www.wikidata.org/entity/Q43391793,NcLevine,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43391848,Elspeth Huiton,Culross,-3.6293,56.0554,Female
http://www.wikidata.org/entity/Q43391922,Agnes Dalgliesh,Keith,-2.9555,57.5428,Female
http://www.wikidata.org/entity/Q43391947,Walter Anderson,Grangepans,-3.582394,56.017418,Female
http://www.wikidata.org/entity/Q43392002,Marion McCall,Ayr,-4.627777777,55.46388889,Female
http://www.wikidata.org/entity/Q43392183,Janet Ireland,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43392557,Elspitt Duncan,Cranston,-2.9752,55.8846,Female
http://www.wikidata.org/entity/Q43392559,Marioun Scheirar,Cranston,-2.9752,55.8846,Female
http://www.wikidata.org/entity/Q43392574,Issobell Howatsoun,Selkirk,-2.833333333,55.53333333,Female
http://www.wikidata.org/entity/Q43392620,Gradoch Neinchat,Ross and Cromarty,-5,57.66666667,Female
http://www.wikidata.org/entity/Q43392626,Katherine nein rob Aunchtie,Ross and Cromarty,-5,57.66666667,Female
http://www.wikidata.org/entity/Q43392640,Janet Hendersoun,Lilliesleaf,-2.595,55.512,Female
http://www.wikidata.org/entity/Q43392647,Marion Ranking,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395649,Jonat Sinclair,Westray,-3,59.3,Female
http://www.wikidata.org/entity/Q43395658,Marjorie Paplay,Kirkwall,-2.96,58.98111111,Female
http://www.wikidata.org/entity/Q43395666,Katharin Lunay,Evie,-3.13111,59.1147,Female
http://www.wikidata.org/entity/Q43395670,Helen Mitchell,Kippen,-4.173,56.127,Female
http://www.wikidata.org/entity/Q43395702,Elspet Findley,Blelack,-2.924092,57.12002,Female
http://www.wikidata.org/entity/Q43395747,Margery Winster,Cupar,-3.01155,56.3194,Female
http://www.wikidata.org/entity/Q43395748,Heleen Gibesone,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43395759,McKeraish,Glendaruel,-5.214326,56.009126,Female
http://www.wikidata.org/entity/Q43395765,Margrat NcNeill,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43395790,Christian Neyn Andoy McGevin,"Nigg, Highland",-4.009,57.719,Female
http://www.wikidata.org/entity/Q43395791,Christian Chactach,Tain,-4.0567,57.8118,Female
http://www.wikidata.org/entity/Q43395792,Moira Neyne Yrascht,Tain,-4.0567,57.8118,Female
http://www.wikidata.org/entity/Q43395798,Isabell,Calrossie,-4.011491,57.773014,Female
http://www.wikidata.org/entity/Q43395819,Marioun Quhite,Strathdon,-3.07574,57.1996,Female
http://www.wikidata.org/entity/Q43395875,Agnes Lawson,Dalkeith,-3.068332,55.893642,Female
http://www.wikidata.org/entity/Q43395887,Malie Scot,Byne Hill,-4.861428,55.214779,Female
http://www.wikidata.org/entity/Q43395904,Jonet Stratoun,Halidean Mill,-2.648849,55.603201,Female
http://www.wikidata.org/entity/Q43395922,Witch of Carbarrie,"Carberry, East Lothian",-3.028,55.918,Female
http://www.wikidata.org/entity/Q43395931,Margaret Watson,Carnwath,-3.625,55.7006,Female
http://www.wikidata.org/entity/Q43395937,Magdalin Blair,Stirling,-3.9369,56.1166,Female
http://www.wikidata.org/entity/Q43395968,Elspeth Wilson,Renfrew,-4.366666666,55.86666667,Female
http://www.wikidata.org/entity/Q43395980,Katharine Cristie,Eyemouth,-2.090555555,55.86944444,Female
http://www.wikidata.org/entity/Q43396024,Margaret Law,Bonhard,-3.3431534,56.0194,Female
http://www.wikidata.org/entity/Q43396025,Eupham Wright,Airth,-3.776,56.067,Female
http://www.wikidata.org/entity/Q43396029,Anna Grey,Bankhead,-4.740956,55.68952,Female
http://www.wikidata.org/entity/Q43396063,John Mylne,Inveraray,-5.073,56.231,Female
http://www.wikidata.org/entity/Q43396076,Jonet Bresone,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43396098,Jean Hamilton,Irvine,-4.661111111,55.61944444,Female
http://www.wikidata.org/entity/Q43396103,Agnes Glen,Dalry,-4.723,55.711,Female
http://www.wikidata.org/entity/Q43396110,Margaret Isset,Kilwinning,-4.7,55.65,Female
http://www.wikidata.org/entity/Q43396113,Isobel Allan,Kilwinning,-4.7,55.65,Female
http://www.wikidata.org/entity/Q43396121,Jean Swan,Irvine,-4.661111111,55.61944444,Female
http://www.wikidata.org/entity/Q43396136,Jean Martin,Auldearn,-3.81595,57.5765,Female
http://www.wikidata.org/entity/Q43396139,Marioun Simsoune,Boghall,-3.6084,55.8965,Female
http://www.wikidata.org/entity/Q43396174,Issobell Hall,Jedburgh,-2.546,55.477,Female
http://www.wikidata.org/entity/Q43396202,Breadoche Oiseathe,Caithness,-3.5,58.41666667,Female
http://www.wikidata.org/entity/Q43396242,Effie Roger,Perth,-3.431666666,56.39527778,Female
http://www.wikidata.org/entity/Q43396244,Jonet Curchan,St John's Well,-2.338797,57.419357,Female
http://www.wikidata.org/entity/Q43396247,Cristeane Jak,Fowlis,-3.104455,56.487736,Female
http://www.wikidata.org/entity/Q43389948,Janet Strauchane,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43390012,Sara Keyth,Winton House,-2.9005,55.9152,Female
http://www.wikidata.org/entity/Q43390025,Marion Grige,Scotstoun,-3.3646,55.6937,Female
http://www.wikidata.org/entity/Q43390295,Janet Paton,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43390360,Mary Nein Gowin,Buntoit,-4.664676,57.340454,Female
http://www.wikidata.org/entity/Q43390461,McQuicken,Inverness,-4.225833333,57.48388889,Female
http://www.wikidata.org/entity/Q43392061,spouse to William Thomesone,"Broughton, Scottish Borders",-3.4114,55.6157,Female
http://www.wikidata.org/entity/Q43392092,Margaret Duddingston,Dunbar,-2.522777777,55.99833333,Female
http://www.wikidata.org/entity/Q43392172,Bessie Carrilie,Twiname Way,-3.57292,55.095803,Female
http://www.wikidata.org/entity/Q43392221,Elspeth Linay,Orkney Islands,-3,59,Female
http://www.wikidata.org/entity/Q43392542,Bessie Riddell,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43392550,Beatrix Cuthbertson,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43392614,Marion Bathcat,East Barns,-2.4548,55.978,Female
http://www.wikidata.org/entity/Q43392676,Beatrix Crichtoun,Douglas,-3.85,55.55,Female
http://www.wikidata.org/entity/Q43392691,Helen Scott,Melrose,-2.716666666,55.58333333,Female
http://www.wikidata.org/entity/Q43392852,Janet Herries,Naperton,-3.621188,55.091282,Female
http://www.wikidata.org/entity/Q43392863,Katharine Major,Dundrennan Abbey,-3.947777777,54.80666667,Female
http://www.wikidata.org/entity/Q43392865,Margaret Haliday,Craigton,-3.888485,54.929538,Female
http://www.wikidata.org/entity/Q43392872,Elspet Watsoun,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43392878,Janet McGillichoan,Chanonry Point,-4.09861,57.5722,Female
http://www.wikidata.org/entity/Q43392899,Margaret Fisher,Peterhead,-1.7832,57.5091,Female
http://www.wikidata.org/entity/Q43392909,Marioun Lumisden,Leith,-3.17005,55.9801,Female
http://www.wikidata.org/entity/Q43392919,Janet Williamson,Eyemouth,-2.090555555,55.86944444,Female
http://www.wikidata.org/entity/Q43392932,Agnes Grant,Elgin,-3.315277777,57.64638889,Female
http://www.wikidata.org/entity/Q43392949,Margaret Young,North Queensferry,-3.39444,56.0111,Female
http://www.wikidata.org/entity/Q43392970,Margaret Hog,"Penston Farm, Penston",-2.8918846,55.940283,Female
http://www.wikidata.org/entity/Q43393001,Agnes Watersoun,Burntisland,-3.233333333,56.05,Female
http://www.wikidata.org/entity/Q43393003,Elspeth Ronaldsone,Burntisland,-3.233333333,56.05,Female
http://www.wikidata.org/entity/Q43393054,Margaret Maislet,Marvingston,-2.787232,55.884592,Female
http://www.wikidata.org/entity/Q43393064,Issobell Jonstoune,Gullane,-2.8265,56.0371,Female
http://www.wikidata.org/entity/Q43393184,Elspeth Young,Abernethy,-3.310927777,56.32649167,Female
http://www.wikidata.org/entity/Q43393227,Elizabeth Soutar,Oathlaw,-2.858838,56.695459,Female
http://www.wikidata.org/entity/Q43393263,Elspeth Blyth,Coldingham,-2.156753,55.886672,Female
http://www.wikidata.org/entity/Q43393268,Hellen Wight,Eyemouth,-2.090555555,55.86944444,Female
http://www.wikidata.org/entity/Q43393427,Margret Edison,"Clova, Angus",-3.10485,56.8436,Female
http://www.wikidata.org/entity/Q43393453,Kathrine Cristell,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43393486,Malie Jonstoun,Roxburgh,-2.4667,55.5667,Female
http://www.wikidata.org/entity/Q43393603,Margaret Pringle,Peaston,-2.8768,55.8714,Female
http://www.wikidata.org/entity/Q43393632,Elspet Douglas,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43393637,Janet Small,Carriden,-3.566848,56.009756,Female
http://www.wikidata.org/entity/Q43393687,Margaret Temple,Pencaitland,-2.89098,55.91,Female
http://www.wikidata.org/entity/Q43393769,Margaret Fyfe,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393782,Agnes Beveridge,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43396165,Marion Broune,Wester Pencaitland,-2.896747,55.910072,Female
http://www.wikidata.org/entity/Q43396167,Janet Sympsoun,Peaston,-2.915091,55.878235,Female
http://www.wikidata.org/entity/Q43396172,Elspet Gray,Bogend,-3.310024,55.740735,Female
http://www.wikidata.org/entity/Q43391758,Agnes Hutsone,Maxwellheugh,-2.43109108,55.59289932,Female
http://www.wikidata.org/entity/Q43391919,Margaret Couper,Keith,-2.9555,57.5428,Female
http://www.wikidata.org/entity/Q43391954,Helen Trotton,Linlithgow,-3.610555555,55.97527778,Female
http://www.wikidata.org/entity/Q43391991,Margaret Cutchmoulie,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43392205,Janet Mitchell,Cardross,-4.63333,55.9667,Female
http://www.wikidata.org/entity/Q43395427,Margaret Foxtone,Aberlady,-2.86,56.01,Female
http://www.wikidata.org/entity/Q43395430,Janet Thomsone,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395456,Margaret Veith,Pencaitland,-2.89098,55.91,Female
